 	la	donna	pulisce	la	casa	l	uomo	no	</S>
a23	0.0360990942439	0.0658647952965	0.0170951603233	0.0456235532644	0.17395451742	0.0638971064792	0.304218304837	0.261433082638	0.0318143573428
a31	0.0292110715201	0.0307779292709	0.047738371324	0.0668385681992	0.174869597313	0.0748650116092	0.305818651733	0.237007259958	0.032873501998
a24	0.0814340683751	0.0196977617315	0.0706298085649	0.0658606976465	0.14008546464	0.0914120376276	0.251217628863	0.252429438091	0.0272330639054
a31	0.103081309591	0.0181220675976	0.0675605101149	0.0798892917555	0.083458115363	0.135417527439	0.235413107611	0.257830251557	0.0192278019486
a35	0.098648425169	0.0103957145301	0.050171238054	0.104677744327	0.0722926783012	0.160653846553	0.209079938465	0.261547296882	0.0325331080609
a28	0.186351546509	0.00498261792972	0.0252238031396	0.0966922937227	0.0702767251575	0.155493338717	0.118885638926	0.287338831138	0.0547551825597
a37	0.210047008568	0.0029004037883	0.0323265175289	0.0730864869676	0.0667440675243	0.140346979744	0.10852000517	0.300122515075	0.0659060049028
a39	0.13587254792	0.0035220967647	0.0741770049394	0.0532421673146	0.0659085257442	0.116957410873	0.117966304042	0.325443574219	0.10691037189
a20	0.0722649851641	0.00715600881131	0.11041437209	0.0355147066324	0.0602691428467	0.0998429693113	0.120479939237	0.328433193796	0.165624679066
a31	0.0481683572641	0.00676178564055	0.10841110597	0.0363212473832	0.0745941967002	0.0763135185147	0.188459454828	0.31387917407	0.147091155845
a44	0.0385589761392	0.0305825405766	0.0796108608044	0.0387737017652	0.0768869514352	0.0546976980178	0.207074496108	0.30886037325	0.164954392522
a31	0.0710273278995	0.0396411172845	0.0593851537857	0.0286136715049	0.056716190507	0.0437122704363	0.215048967204	0.297405229557	0.188450065447
a34	0.0749724268449	0.0192356412574	0.0912831438888	0.0211114860094	0.0615418229325	0.0324124272263	0.255178818301	0.296798433059	0.147465790669
a31	0.0336042128703	0.0144987178691	0.131724223286	0.0214199596295	0.0765068808719	0.0296651526528	0.258702543933	0.256416888358	0.177461405143
a18	0.0258093513063	0.0423769830003	0.109854179538	0.0261168381173	0.0772709767889	0.0425667244261	0.247388718338	0.172703631544	0.255912579048
a31	0.074993564741	0.0609759697005	0.0703767637551	0.0289872733003	0.0610718086188	0.0424048402595	0.206547835431	0.122126913148	0.332515015996
a18	0.0901773219962	0.0946718123292	0.0573794517197	0.0290970690965	0.0447472523236	0.0307121504614	0.180959080362	0.0968643179693	0.375391532245
a7	0.0689632378171	0.127995902012	0.0629494639156	0.0323540364268	0.0406114687187	0.0334039378999	0.143406270383	0.10216074685	0.388154922948
a17	0.0640420853121	0.128139963296	0.0675805768262	0.0364948222855	0.0412274163937	0.0393206438622	0.105174148614	0.10739327285	0.410627063363
a31	0.096033303822	0.104132613293	0.0540691840138	0.0371705680322	0.0410498148065	0.034591887187	0.103302292691	0.0954899549633	0.434160376214
a24	0.105336909897	0.108092537979	0.045546132073	0.0341350353339	0.0368157874198	0.0293527193872	0.094904498117	0.10739273442	0.438423641885
a31	0.109229533263	0.110741091309	0.0426684339971	0.0328214142314	0.0341399454159	0.0274869863345	0.080108799569	0.118842326665	0.443961462282
a43	0.114169038034	0.0904346350695	0.0482552252248	0.0338561692528	0.0419616185628	0.0313958672762	0.118081438253	0.108150124815	0.413695872401
a39	0.0584815376344	0.107654444813	0.0604859041268	0.0377017682779	0.0499171487988	0.0448099136149	0.140770563938	0.115447619965	0.384731085487
a31	0.048166738631	0.0813618340857	0.0643955239715	0.0372396960429	0.0438895166131	0.0376507637771	0.118862941233	0.135291193988	0.433141778029
</S>	0.0548960338604	0.0546445990189	0.0687476668233	0.0314163374144	0.0374516440425	0.0273122448224	0.104058110116	0.141799369004	0.479673983014
