 	non	ho	cosa	a	fare	</S>
a8	0.127258731254	0.107762998103	0.120523395852	0.2274944687	0.234088277227	0.18287211225
a31	0.0906906615945	0.133886676217	0.131121688656	0.1915884325	0.274872106214	0.177840421762
a37	0.154002174303	0.119559098707	0.136488852841	0.161309042693	0.247192509356	0.181448310882
a10	0.234091353751	0.119150242408	0.0849250613497	0.088280568951	0.248512478404	0.225040306054
a37	0.290361099682	0.102042988838	0.0598290600117	0.045635547637	0.230638227601	0.27149308906
a10	0.368267203815	0.066481699012	0.0432886254085	0.027486311499	0.1759148704	0.318561287802
a0	0.397214105413	0.0345258185655	0.0318773664309	0.025367827351	0.167637402087	0.343377480538
a20	0.350540749876	0.0326272126345	0.0244478672409	0.0409077904443	0.195730226866	0.355746147939
a17	0.259055358906	0.0502812850166	0.0278741996324	0.0760047332314	0.231004733919	0.355779672949
a20	0.172017774449	0.0770712328789	0.0280409087817	0.0973592067872	0.268259593526	0.357251273983
a8	0.12646492147	0.0886955762316	0.0229189415999	0.0846454998117	0.312968773035	0.364306296281
</S>	0.109508210285	0.0857932002138	0.0205466995938	0.0730671211358	0.341483255597	0.36960153334
