 	da	da	un	famoso	poeta	</S>
a31	0.0965422669442	0.134814564662	0.257998403731	0.328861969302	0.178444852682	0.00333793913962
a37	0.0866990071833	0.128452558724	0.266485190118	0.338888037694	0.177983631842	0.00149156308721
a31	0.0562797288048	0.1195257325	0.260118669954	0.366475785891	0.196066322777	0.00153374538998
a28	0.0998519487211	0.0970497840162	0.244774537346	0.336068248034	0.220592772381	0.00166269963345
a31	0.193534122928	0.0850666706049	0.236466154909	0.240591230475	0.242923939707	0.0014178836999
a20	0.25007782727	0.0596906522364	0.177977689223	0.259091293305	0.25194314594	0.00121940831801
a13	0.248393408762	0.0361493803123	0.14457649449	0.296390572592	0.27316172316	0.0013284348784
a39	0.171762288002	0.0275550069157	0.138013022536	0.237295153936	0.41887647172	0.00649804615947
a31	0.118405367813	0.0189268222466	0.12245134948	0.21675720986	0.477903947573	0.0455552730598
a35	0.0868789728348	0.0205907414689	0.10601342567	0.21082556308	0.516701081191	0.0589901922799
a31	0.0459909431157	0.0293476113708	0.0775122218051	0.181201917073	0.564463274397	0.101484013533
a17	0.0308721013282	0.0355384624614	0.0535053003214	0.163268891571	0.587376110799	0.129439120524
a31	0.0190107592103	0.0309979806907	0.0341415862129	0.127313715137	0.6021056664	0.186430290615
</S>	0.0117269423195	0.0222603848543	0.0256862965494	0.112207551668	0.5492190554	0.278899770858
