 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.125300538551	0.0568538430524	0.179827660579	0.0420133552539	0.0465005660228	0.215141380359	0.226060141483	0.091509189001	0.0167933278649
a8	0.126489969864	0.05669321755	0.118492622989	0.0175774415392	0.081400716447	0.285467048506	0.114736214289	0.173230479751	0.0259122662819
a31	0.156012531577	0.0437318085412	0.0599107062092	0.0124454616703	0.0775580410123	0.296169927583	0.0911510868244	0.238367444838	0.0246529621411
a10	0.171242922612	0.0298041578356	0.0467311514286	0.0137066714963	0.0525205786101	0.299909289687	0.0917782262619	0.271860882862	0.0224461091544
a39	0.212588033265	0.0160689565209	0.0368862822087	0.0196670401139	0.0436351414158	0.301367285319	0.0759500383709	0.267462926881	0.0263742902007
a31	0.220656199799	0.00973757211504	0.0624526730804	0.0272748290412	0.0325106455546	0.27783036808	0.0844257912557	0.266153654733	0.0189582746428
a20	0.216517495473	0.0110430592767	0.0713321887529	0.035142080821	0.0493333736664	0.255065059623	0.0787269288494	0.263866235246	0.0189735987447
a31	0.212760529563	0.0114008091007	0.04112176154	0.0612764603555	0.0594673135699	0.24854956213	0.0805746219233	0.261821399293	0.0230275478477
a8	0.210434959234	0.00995756973959	0.0276377893583	0.0922651659978	0.0439472002301	0.224967605213	0.0791093629566	0.283201980193	0.0284783500398
a31	0.217714851538	0.0103307191658	0.0250828708801	0.1161899107	0.0404635777931	0.182363239895	0.0816398783544	0.279600634295	0.0466142934702
a17	0.218587103591	0.0160911971517	0.0287908026163	0.105319866297	0.0372233838505	0.149534684956	0.0953483245875	0.270229181202	0.0788754285314
a37	0.216023624495	0.0359028919135	0.0360201945355	0.0622834206025	0.0327102874728	0.119696485463	0.0875456655188	0.282595719887	0.127221699083
a23	0.218075382192	0.043477160402	0.0430808225419	0.0383738651176	0.0281165990551	0.0697414424278	0.0736275628601	0.313933638616	0.171573550748
a31	0.213025643199	0.0303828654804	0.03602085072	0.0756148686247	0.0287423774374	0.0406707154793	0.0745115230106	0.316909906023	0.184121254403
a42	0.185481679761	0.01865466529	0.0442136447077	0.104894382859	0.0391211015662	0.0346765385592	0.0629587548009	0.308306642238	0.201692565634
a31	0.15193057493	0.0228123020782	0.0668502289002	0.111122974306	0.0480507294245	0.0508949328425	0.048845668771	0.279254441879	0.220238129731
a20	0.13305970127	0.0471256772739	0.0936829617158	0.099267576649	0.0399694634424	0.0625404126682	0.091779638399	0.25656640956	0.17600815387
a31	0.130097880716	0.0527287223441	0.0998995589133	0.0583560027327	0.0305068450487	0.0689700601101	0.102194621206	0.270495519053	0.186750789477
a17	0.113899098977	0.0597476274421	0.125639128437	0.0411314583932	0.024057246596	0.0630294835881	0.099511688546	0.275593309684	0.197390950659
a31	0.103688833196	0.062725117666	0.141416048304	0.0331098750698	0.0234892254075	0.0556159117968	0.0944865290232	0.274719690895	0.210748748438
a20	0.0936361318106	0.0659933029313	0.148414403611	0.0279714119122	0.0227355529037	0.0520119981949	0.0959516891069	0.273268562832	0.220016917345
a31	0.0860921974838	0.0696635983852	0.157117858953	0.0282555775105	0.0227593669965	0.0457905697149	0.0938241335224	0.274200786677	0.222295888115
a46	0.0760217315368	0.0676192871615	0.167350313678	0.0276859050441	0.0233289718382	0.0394857447747	0.0686634626463	0.282708161226	0.247136424812
a8	0.058227780986	0.0799098436455	0.212669424053	0.0243709854035	0.0188481803747	0.0250073734653	0.0754023361041	0.296410193889	0.209153904111
a31	0.0539758222529	0.0676464675555	0.179799493531	0.0439966631001	0.0271219564555	0.0341823017411	0.0572869756134	0.295480023043	0.240510316837
a18	0.0473549770515	0.0713386735423	0.146404595514	0.0470263215757	0.0311045703466	0.0376130740142	0.0664838644345	0.297791592081	0.254882339879
a31	0.0650566216227	0.0661190249796	0.1352815663	0.0301138795905	0.025551382725	0.0327453832399	0.0688601444946	0.30751865416	0.268753346566
a20	0.0647386929746	0.0687980774426	0.150832547892	0.0243128127092	0.022185248079	0.0322417758075	0.0750588147719	0.287934654053	0.273897375322
a31	0.0550614345163	0.0699106279929	0.1739374794	0.023564346122	0.0221634524128	0.0311294348834	0.0765779167966	0.274112683818	0.273542611147
</S>	0.0621816924088	0.0496185716825	0.156979763749	0.0266130551405	0.0253959996752	0.0347046785517	0.0483650719163	0.279918960209	0.316222187843
