 	non	aveva	cosa	a	fare	</S>
a31	0.254229100341	0.0298074662193	0.218980120893	0.22224154017	0.1763038685	0.0984379049043
a18	0.243826838909	0.0423164790516	0.201972970697	0.15648962312	0.208490496147	0.146903584741
a24	0.287733211338	0.0339333499443	0.122749803843	0.116585677423	0.184238134009	0.254759817223
a20	0.296513636478	0.0232408692031	0.0723279882075	0.089534566034	0.200212551336	0.318170390485
a31	0.326064613654	0.0149289318712	0.0442644510331	0.132662110882	0.233443127232	0.248636764508
a18	0.295116622302	0.0140083080895	0.0309967497498	0.193458321625	0.280898511864	0.185521474129
a31	0.234064523503	0.0131624313732	0.031934476874	0.167027975015	0.344652369021	0.209158214656
a17	0.222704806077	0.0156197924811	0.0345552281632	0.104671263946	0.356560879007	0.265888022879
a20	0.171057620608	0.0188613677574	0.0382708416249	0.0900492598313	0.348257889096	0.333503021686
a31	0.122031203452	0.0108404319345	0.0289232975981	0.0687158216469	0.347024981021	0.422464278295
</S>	0.0944009665605	0.0064553118173	0.0205453150262	0.0523724930852	0.339058448353	0.487167484747
