 	il	morto	vuole	pianto	</S>
a46	0.196992041481	0.25112134893	0.10092637335	0.435624393381	0.0153358315758
a23	0.187949726637	0.21648132101	0.0526724768305	0.528899599999	0.0139968591248
a20	0.191414160895	0.211105537542	0.0503441707185	0.5418552692	0.00528083723892
a31	0.181749913865	0.217597407136	0.103230108897	0.494473560716	0.00294899389385
a21	0.214627726626	0.243261169499	0.0969831398321	0.442872001123	0.00225596744633
a11	0.241664913916	0.29426439343	0.0374201260316	0.425601369936	0.00104921369992
a10	0.228512492315	0.31595934398	0.0283265569347	0.426190787719	0.00101080935361
a27	0.247471630792	0.265708268301	0.0413253732742	0.441239723516	0.0042549774699
a17	0.241783048797	0.175694544736	0.0717550338314	0.500496489805	0.0102708814906
a31	0.215589771349	0.183575013937	0.0668965938198	0.511609637315	0.0223289940669
a37	0.211088483626	0.185695855557	0.0556488897553	0.52379558135	0.023771193039
a31	0.197847625203	0.163927440832	0.0512316747471	0.557069506009	0.029923759307
a37	0.193364668452	0.154038873574	0.0533396959257	0.565191470454	0.0340653096697
a17	0.173651598649	0.0892557913781	0.0704085580063	0.610184826162	0.0564992303499
a31	0.12046666854	0.110047914358	0.0587393454895	0.603291240214	0.10745483025
a10	0.138107187778	0.117887570487	0.0675132594838	0.567607446545	0.108884536683
a7	0.163544577507	0.0747834994114	0.0943293685379	0.539677717055	0.127664832894
a31	0.112547757281	0.0695182799335	0.0825269513259	0.492413417418	0.242993601205
a33	0.109806861942	0.0834996226072	0.0675248732421	0.444591567939	0.294577092442
a29	0.147807526633	0.10797031856	0.0814609031716	0.41085878578	0.251902479614
a41	0.121858522916	0.1229618177	0.113340104888	0.40061143226	0.241228123871
a31	0.101819136173	0.124162155353	0.103676586418	0.357434704487	0.31290740669
a39	0.090339884211	0.0900251627174	0.0841733421067	0.366860897896	0.368600699323
</S>	0.0688143665545	0.0529423548764	0.0995194911618	0.421459453948	0.357264322202
