 	il	ladro	è	entrato	da	qui	</S>
a31	0.195216364166	0.214307374452	0.0238973612293	0.15560618885	0.126392747529	0.270307461616	0.0142725551994
a17	0.190062384819	0.329154444894	0.00949259033651	0.0546766913133	0.0593599925636	0.351000539412	0.00625338135313
a37	0.198356633782	0.369772851129	0.00440781689442	0.0191043886585	0.0282064955837	0.376305229301	0.00384660281323
a35	0.201806008935	0.378060008987	0.00762519221428	0.00755768689367	0.019609035805	0.381998103287	0.00334399208304
a18	0.205705744823	0.36538837287	0.0239122827628	0.00461133233294	0.0156825106974	0.380627259849	0.00407252465594
a31	0.221211013424	0.306487351804	0.0269225677427	0.0133064236981	0.00955946716733	0.418957812064	0.00355538384644
a24	0.251137465764	0.225518630035	0.0491834352344	0.0191361951262	0.0110902456996	0.431152402177	0.0127816416846
a31	0.280477066954	0.175979462574	0.0578399392181	0.0391172578979	0.0129427880139	0.409840524192	0.0238029715175
a16	0.212673003737	0.11771078354	0.0563473391296	0.051147453195	0.040540929305	0.495190617997	0.0263898683832
a31	0.113276242666	0.123242691287	0.0653587613375	0.0321989001384	0.057356303157	0.525183044579	0.0833840630211
a46	0.0776770662856	0.125046284971	0.0835830832946	0.028985189893	0.060717283617	0.519726906773	0.10426420394
a31	0.0532877974321	0.125029571	0.0807331430199	0.0273656648293	0.0633088679898	0.518267774431	0.132007200893
a46	0.0446521153381	0.127545428934	0.083684102792	0.0383742629603	0.0602496804989	0.495435212717	0.150059209844
a31	0.0378686255598	0.115340251885	0.0856578122631	0.0416060950901	0.058580116232	0.494848311172	0.166098805395
a35	0.0300933077581	0.112164120727	0.0906053764711	0.0501841522635	0.047184112171	0.488354617657	0.181414332952
a31	0.029590191847	0.104584849488	0.0935098488875	0.0517183629969	0.0424901549854	0.489546126019	0.188560487144
a8	0.0281065523338	0.109404080637	0.0784032044983	0.0364876469267	0.0357966959698	0.503477192673	0.208324644835
a31	0.0337965249654	0.104966572003	0.073338172564	0.0313855636166	0.0323399920684	0.503705616624	0.220467570918
</S>	0.0424969047112	0.122303606349	0.0474375780509	0.0204153693614	0.029320294937	0.473332534012	0.264693728419
