 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.012631118948	0.0832668419403	0.19002859833	0.175931577035	0.188845237169	0.33226168	0.017034940747
a35	0.0724407495611	0.119093311073	0.162343947181	0.151886095548	0.180534859755	0.288774724231	0.0249263077393
a20	0.105406069259	0.153095379348	0.129540271354	0.166030423403	0.144572508566	0.244334063708	0.0570212814243
a31	0.0583648936148	0.107995930263	0.133214951347	0.204658099189	0.127984782527	0.304964231503	0.062817112499
a20	0.0741239415237	0.0884470454381	0.153371686068	0.174902593818	0.090880109769	0.352036482234	0.0662381420469
a31	0.0726602477333	0.0739227558674	0.14132902299	0.152318308525	0.0617211134834	0.403015261545	0.0950332894208
a20	0.0337464789094	0.0584020154402	0.0991774680331	0.144751448828	0.0982605024982	0.410350334582	0.155311746514
a13	0.0212254867938	0.0810209084703	0.0754695122804	0.0961579478517	0.16988258439	0.343832349594	0.212411218665
a24	0.0169463210057	0.109068911316	0.0640090669596	0.0628681260685	0.171414239981	0.287951119198	0.287742226591
a46	0.0210615588157	0.101886541818	0.0598831810924	0.0353678884737	0.132263225947	0.257947337066	0.39159028036
</S>	0.0241215473899	0.0732827757549	0.048650817411	0.0295706269899	0.130252039988	0.264694302533	0.42942791238
