 	che	consuma	poco	benzina	</S>
a31	0.0206761861188	0.2459369568	0.295068542966	0.340935113106	0.0973831775893
a41	0.0559990149057	0.323246416007	0.32247794532	0.256131384139	0.0421451970396
a31	0.0791686524584	0.384438113892	0.270335914249	0.246330639802	0.019726670262
a28	0.155020342843	0.393585908999	0.155818840635	0.284523323219	0.0110515835849
a24	0.265684107066	0.293518502818	0.119777941501	0.312839174869	0.0081802753517
a31	0.26663655153	0.190508447359	0.164619771949	0.361483190078	0.0167520425479
a11	0.222758815149	0.144971735443	0.169968439773	0.422600865263	0.039700144928
a31	0.134319043585	0.141606194858	0.142961784078	0.438034262004	0.143078727656
a46	0.0591170716346	0.120897107466	0.122268259079	0.469862581754	0.227854991672
a31	0.0419659387225	0.142788518543	0.0730836260129	0.501258750193	0.240903178511
</S>	0.0342852936312	0.164458695794	0.0438614993546	0.499342736015	0.258051790186
