 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
a31	0.0579360982859	0.12997198925	0.0364202725813	0.0182794111583	0.000195938031977	0.00421371049842	0.0124934530675	0.0217853682281	0.101862233961	0.0388868356458	0.0155350489879	0.0971449022481	0.261673474224	0.15594002236	0.0476612601583
a10	0.0980248468639	0.122463273414	0.0264933771407	0.00680253505582	0.00224449165876	0.00642327092002	0.0247145160197	0.0162357315783	0.0810920281559	0.0475813038713	0.0164216861774	0.0479430677244	0.21655491307	0.244211489853	0.0427934720345
a39	0.157491067338	0.0587472833941	0.0200464275427	0.00494873889254	0.00325286676237	0.00502174783001	0.02723615003	0.00767090992355	0.0805578411612	0.068390065271	0.0101717720903	0.0293551977988	0.177250409698	0.318907256754	0.0309522640469
a31	0.181719908851	0.0277988335241	0.0127784241121	0.00427438930134	0.0015559181931	0.00221508206656	0.0159414303035	0.00346396474753	0.0573109046995	0.0688712519015	0.0311232478443	0.0631672147553	0.181780990979	0.305365115581	0.0426333399577
a21	0.191805783914	0.0178284755937	0.0155532731022	0.00920985614987	0.00905334492908	0.0032414392115	0.0254638053713	0.00276729903555	0.0441523931891	0.038430909604	0.0428377305941	0.080373138477	0.18809528738	0.283753194382	0.0474340816404
a31	0.197049650738	0.0135240744719	0.0276215890205	0.0167193823226	0.0119333194465	0.00440624581779	0.030300468203	0.00314471339124	0.0362408616983	0.0229938269776	0.0277800634612	0.117960074355	0.16871773757	0.28821338634	0.0333946073805
a21	0.198927894062	0.0077581314233	0.0258746062779	0.0265433473869	0.0332085257418	0.00794658149993	0.0159299725667	0.00497249910506	0.0264183119729	0.0188658672147	0.0226347259876	0.137633031401	0.177253869683	0.266500428259	0.0295322187642
a31	0.198049276883	0.00658475996986	0.0250777622882	0.0442826415914	0.0463964248959	0.0137762220448	0.0281523738424	0.0103038963625	0.0383474225965	0.0232093018213	0.02087176409	0.0734944096619	0.18633764353	0.252669849395	0.0324462645671
a28	0.190572522412	0.0110465352209	0.0291599564417	0.0506079855889	0.0449933841328	0.0264709273279	0.0318790482482	0.0113645251618	0.0356443659561	0.0235501975709	0.0165873820445	0.042200673039	0.215461746725	0.229921331328	0.0405394264844
a31	0.189634476247	0.0115508030144	0.0199995038385	0.0390921509309	0.0441964047498	0.0341506995998	0.0397174173478	0.0138453806723	0.0379381272225	0.021030338571	0.0121728345313	0.0263108445728	0.206997741931	0.220992818445	0.0823704561954
a37	0.13943141483	0.0189348370885	0.0261788560361	0.0324910835842	0.0442963476124	0.0393535073515	0.0461879353961	0.0160571289404	0.0413326401401	0.0205748768477	0.0111855515129	0.0243908635696	0.192040042851	0.223750188152	0.123794713235
a31	0.0916402263626	0.0238250681609	0.0312070910225	0.0345595019231	0.0446914587908	0.0484659577408	0.0482068231512	0.015992815933	0.0453386418978	0.020358621983	0.0102373545851	0.0461408300145	0.168119163824	0.221990471109	0.1492259606
a6	0.0708435583933	0.0184465941313	0.0371917161139	0.0279088032008	0.0328044377875	0.0503192040751	0.0644141171841	0.0183306308432	0.0582148352404	0.0224701703394	0.0111188869065	0.0769283207711	0.109629020775	0.200448433896	0.200931270238
a31	0.0857381646735	0.0142957631838	0.0512243487495	0.0210782573906	0.0264840789965	0.043360497156	0.0660852973453	0.0188168291969	0.067308404007	0.0235729770766	0.0111873867404	0.0970987997167	0.0749590764517	0.177345618363	0.221444515334
a20	0.0905441386069	0.0173989457732	0.0588092022341	0.0175226357339	0.0227186974775	0.037621796753	0.0645698132478	0.0187487268142	0.0743551006472	0.022844167175	0.0107688428357	0.0925472891547	0.0672441910106	0.167019878866	0.23728659726
a41	0.050513851569	0.0340866002349	0.0612647443728	0.0118973971106	0.021068625288	0.0324195345173	0.0534955788101	0.0182742467934	0.0621395247511	0.0267080060197	0.0112128580739	0.114144072302	0.0901771298969	0.146030747755	0.266567098517
a33	0.041652056663	0.0385445167061	0.0442913103592	0.0095251726182	0.0128115008825	0.01827345783	0.0327682617636	0.0150644484091	0.0401726989084	0.0317330035252	0.011255466204	0.159910999815	0.095766435239	0.163354926558	0.284875748568
a31	0.0370245806654	0.0249486317552	0.0266301284797	0.0121623926962	0.011897151534	0.0140023773775	0.0443481352294	0.0296882559451	0.0449616278418	0.0415640332377	0.0127351632834	0.163792306497	0.0731936485397	0.186933203786	0.27611836146
a37	0.0416886482466	0.0330417363706	0.0560388918276	0.0145627904569	0.0166554329828	0.019071422712	0.0563534507944	0.0363927394477	0.0485579603863	0.0401624012739	0.0105714188772	0.112396761023	0.0673234823639	0.140720201035	0.306462658331
a27	0.0586917506301	0.0584909866309	0.0977974762792	0.0148343358023	0.0193960142749	0.0203308480573	0.0369128893261	0.0193507538112	0.0303241181421	0.0306680797026	0.00719908156773	0.0664984477689	0.0996784279353	0.0853607410983	0.354466047488
a31	0.0825819044365	0.0452271524959	0.0804960416104	0.0175435103159	0.0200376000646	0.0269231149799	0.0351319809285	0.0184866245478	0.0279383630379	0.0235492263667	0.00814102408211	0.0715937882093	0.0788687785618	0.122073801206	0.341407085516
a3	0.0820811427521	0.0453432778782	0.0705164630708	0.0167793351105	0.0201043639539	0.0310953172568	0.0370451580526	0.0185607947993	0.0283319157698	0.0192964975654	0.00950450088004	0.0556377474489	0.0765640293299	0.127628188455	0.361511264839
a8	0.075921654725	0.0742917430335	0.07622389772	0.013137135167	0.016742287722	0.0210034896709	0.0259188238535	0.0127626822918	0.0228543643833	0.0246612323458	0.0100076242158	0.0327737012776	0.0911701279726	0.0966678716717	0.405863360346
a38	0.066424045995	0.0690652548062	0.0565172273237	0.0125908601909	0.0121272561467	0.0130825193103	0.0182106133244	0.0121646128293	0.0275613420411	0.0285360051559	0.0113034430886	0.0333098122929	0.0825750199842	0.104148865911	0.452383117369
a31	0.0443219985477	0.0442655958258	0.0369184939478	0.014097993674	0.0124595694921	0.011061977036	0.0249177828591	0.0183128689568	0.0310176463798	0.0231155307353	0.0119175464915	0.0463045079852	0.0644774832347	0.144033236577	0.472777762376
a33	0.0318763220232	0.0479894003077	0.0334575658901	0.0144818365839	0.0130923394932	0.0104390561286	0.0274226496228	0.0199506145579	0.0281404997947	0.0214542648191	0.013213682021	0.0418687068533	0.0619155107502	0.150183374312	0.484514165139
</S>	0.0276791773886	0.0636159374596	0.0375629713424	0.0137626560277	0.0120202128546	0.0097263139203	0.0219768085324	0.0158965896598	0.0283726071503	0.0254786956056	0.0132952966732	0.0240893878851	0.0810469134231	0.117740043256	0.50773637709
