 	ancora	non	mi	sono	vestito	</S>
a8	0.0388571590021	0.194748435321	0.33411174926	0.110169075108	0.287609897852	0.0345036860332
a31	0.0355351347981	0.193666656514	0.335957390025	0.121618640464	0.284622871247	0.0285992987255
a10	0.0759276038408	0.190045211715	0.2863148075	0.146799188482	0.276500034082	0.0244131621305
a31	0.0976280585974	0.176782967526	0.26796166116	0.156687410182	0.276236342688	0.024703582568
a18	0.156331747607	0.116918700414	0.251727839039	0.174740959318	0.285610681456	0.0146700750392
a31	0.215837009473	0.0918709855979	0.231932692612	0.128913497337	0.326065169074	0.00538062522495
a20	0.179378439094	0.102568131234	0.199922563795	0.112421746213	0.402473418413	0.00323569643202
a31	0.164158028872	0.0848921668251	0.189099472941	0.111240945015	0.44345222368	0.00715717938917
a13	0.133107640999	0.0936280732385	0.187988754473	0.0933398809883	0.478980617589	0.0129550335821
a35	0.0785507275957	0.0977917272727	0.15575247683	0.106321470887	0.536776960863	0.024806630394
a39	0.0572866981305	0.0946133217174	0.160968982157	0.0825676972456	0.573903703621	0.0306596037513
a46	0.0419367190476	0.0840148487052	0.138021670977	0.0756019634494	0.61417271254	0.0462520869371
a31	0.0503967428476	0.0878509660038	0.117345445662	0.0709859976813	0.52495274328	0.148468104115
a20	0.064479198605	0.100526117676	0.0979639379589	0.0808045749163	0.46719525086	0.189030922615
a31	0.076513709936	0.0927523597213	0.0759276829658	0.0957800104744	0.442928662153	0.216097588452
a39	0.0781261718558	0.0892271476044	0.0572969216085	0.106537638259	0.429220193251	0.239591943891
a31	0.0854887647144	0.0772337943383	0.038098263958	0.104746341228	0.427596074684	0.26683676797
</S>	0.106283223609	0.0725248186791	0.0355262994754	0.091777524604	0.354187348742	0.339700784295
