 	forse	non	li	ha	a	casa	</S>
a28	0.319752156382	0.179396482199	0.0392176331587	0.0097929005527	0.122427534317	0.262673160419	0.0667401050711
a10	0.232472815649	0.160603851704	0.0882009381101	0.0108966952948	0.167356041841	0.311343532882	0.0291261108227
a31	0.175181304977	0.164122988918	0.115430537915	0.0386171177351	0.192029876566	0.297565134071	0.0170530425065
a21	0.207998944249	0.177940528528	0.0889886120114	0.0501989056262	0.194075461066	0.268910609262	0.0118869567983
a37	0.25212933775	0.154362256533	0.0997508947453	0.0283323351765	0.189560419291	0.269108466095	0.00675629391029
a31	0.318757312959	0.127225859239	0.0800539700173	0.0208153277957	0.195137193825	0.251138759087	0.00687157023269
a37	0.32858626113	0.104080018645	0.0752647541343	0.018342895511	0.183530741345	0.283692924343	0.00650240370975
a31	0.334213339165	0.0671410111258	0.0773132655623	0.0225816552876	0.12507034683	0.368331272411	0.0053490949992
a37	0.299161447047	0.0631140936639	0.0835308500076	0.0271263547693	0.0737634199513	0.445234288272	0.00806952872273
a31	0.245136041005	0.0600187295103	0.0983687294295	0.0292888085927	0.0566546367304	0.480319948554	0.0302130898142
a21	0.191852704362	0.0465015926471	0.0922086505228	0.0702217963245	0.0544215493268	0.49576234067	0.0490313397774
a31	0.140667973486	0.051605164782	0.10609412736	0.0832164915329	0.0572254088323	0.474260498654	0.0869303184791
a20	0.125016624858	0.0578555754689	0.11828382301	0.0703967382037	0.0528173183368	0.427782948923	0.1478469636
a31	0.114830205947	0.0599086316358	0.111128186576	0.0695054450036	0.0492560977276	0.406868377173	0.188503042585
a37	0.119541226392	0.0588201828296	0.127722920046	0.0536634108863	0.0472498295916	0.377604720684	0.215397705948
a33	0.0871911091066	0.0695278165784	0.161232335949	0.0527654980208	0.0536296158406	0.327003677788	0.248649958449
</S>	0.0855172013613	0.0854299601357	0.158874162752	0.0515364308418	0.0568692892858	0.287344846494	0.274428119524
