 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.0888443888439	0.178286631942	0.175649263549	0.00206079600375	0.033354572154	0.179456164848	0.116754328713	0.225593871434
a31	0.072981410364	0.15964184618	0.173511718153	0.00337659427896	0.0882425613487	0.100096333731	0.181342245505	0.220807300442
a37	0.0422533710267	0.18582089215	0.0977111462478	0.00312163549775	0.105222226439	0.128303751197	0.182727929675	0.254839057624
a20	0.0249976430304	0.23568334408	0.0782805377159	0.00386081849419	0.0912053347109	0.20894395699	0.131458132561	0.225570234431
a31	0.0162852345497	0.224139081708	0.0839336500966	0.00358697064999	0.134880103176	0.171189333282	0.132055269048	0.23393034147
a7	0.0434824328572	0.199942256453	0.07895520428	0.00167750714987	0.129590807476	0.171115386901	0.116567327767	0.258669057384
a10	0.0641100600924	0.17714851206	0.0616940600865	0.00105646230478	0.0716897224858	0.281499668596	0.0853386838923	0.25746280769
a41	0.0498786484375	0.183403659295	0.0722772752936	0.000652510340649	0.0360743377917	0.300999906355	0.0715895552361	0.285124093059
a37	0.0833871388125	0.198011528847	0.0897212014676	0.000774691709921	0.0229569314321	0.224223003237	0.060598703827	0.320326790139
a14	0.142984570738	0.196049891374	0.104069189529	0.00124087019377	0.0211596366591	0.147614654669	0.0752770044413	0.311604179746
a31	0.180203211913	0.168736334092	0.118840562226	0.00171127276783	0.0156314544474	0.110819290068	0.084352839503	0.319705041412
a20	0.165537595144	0.131496754923	0.108360786429	0.00245103575883	0.0238705897917	0.14525138357	0.0665004789743	0.356531371114
a31	0.128485930025	0.112514256539	0.109354258012	0.00278197937993	0.0276275857028	0.183265698791	0.0820021590244	0.353968124692
a37	0.123095803202	0.0860521740327	0.108023011027	0.00425634055154	0.0352102794356	0.204231406379	0.0832712943658	0.355859687287
a7	0.158821902171	0.0498161174682	0.0779382746991	0.00736233527575	0.0589567491493	0.217550745621	0.0498814547506	0.379672422527
a10	0.19064636237	0.0276864478237	0.069898346281	0.0087319678419	0.063245419011	0.200106367749	0.0390633905922	0.40062169146
a7	0.20278825489	0.0184980295482	0.0673422550488	0.00938070055765	0.0593542748236	0.170456285578	0.0437030837201	0.428477115372
a39	0.213798261663	0.0116407045362	0.0582545065128	0.0127358107134	0.054949650354	0.16726901191	0.0508007769178	0.430551288633
a10	0.215759854908	0.00862835949227	0.0503507364374	0.016481536782	0.0458834668775	0.138459690305	0.0725711193527	0.451865246384
a32	0.210649701189	0.0198677003494	0.0457928969639	0.0149944982312	0.0438085761934	0.0873244670613	0.0944986241646	0.483063544001
a19	0.19586770953	0.0402365701234	0.0411127861165	0.0424190662226	0.0375917086521	0.085556577652	0.103349355508	0.453866225747
a31	0.199778170343	0.0566052098829	0.0359980843802	0.050281386959	0.0246666112681	0.0636736189245	0.0851891879333	0.483807742982
</S>	0.212120765321	0.0647409844715	0.0371912835792	0.0281176571837	0.0228000405319	0.034490134892	0.0599745924627	0.540564564891
