 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0495656869859	0.162592520721	0.0954488219825	0.00281935615594	0.00989435392826	0.0674636199209	0.0103496728569	0.0391828126987	0.37087602415	0.0564716111866	0.11184265517	0.0234928697312
a20	0.0639957766742	0.134836207561	0.0794504779423	0.00471872223028	0.0144307371524	0.0655290678293	0.0213631876646	0.0234558777512	0.402283069472	0.0390755537645	0.0802300115362	0.0706313006153
a37	0.105830224213	0.0654098469304	0.0609237394242	0.00496141700829	0.0115350041857	0.0348953950522	0.0202877692367	0.0462818953211	0.392014344746	0.0394749336852	0.0925868202552	0.125798596406
a24	0.146247237119	0.0300801879438	0.0437835428148	0.0022652176135	0.0074292648115	0.043424769023	0.00934654702249	0.0901327642255	0.362868749376	0.0372395001517	0.0875394406635	0.139642783876
a31	0.170045960589	0.0194905068067	0.0876617474091	0.0110055979808	0.0144487305872	0.0992227455522	0.00788337609579	0.0827695509425	0.299371952483	0.0418263919334	0.0671606195955	0.0991128428715
a39	0.195301090037	0.0229121323348	0.103905013498	0.0176365037333	0.0247066792191	0.167388719272	0.0136716128705	0.0461936696544	0.216222357976	0.0458809064017	0.055947628442	0.0902337236263
a31	0.211832088487	0.0175095483625	0.0582861478525	0.0466454134401	0.0304999779464	0.16573671128	0.0218881276135	0.0295875579074	0.24238976011	0.0367427406153	0.051315241021	0.0875667235231
a24	0.20925467116	0.0161523460476	0.0359978692513	0.0544577878917	0.0385222684275	0.168078219939	0.0240763378378	0.0148742705231	0.25089810409	0.0461038155531	0.0659623737075	0.0756219542181
a31	0.203137280958	0.0194814295432	0.0254581936874	0.0632351978396	0.0452454612578	0.174093490504	0.0252123034232	0.00856888907941	0.251179859439	0.0452777869886	0.0669677173416	0.0721423872232
a28	0.183634760578	0.0259884712962	0.0306417396808	0.0655411424535	0.0458609639759	0.168289603821	0.0246217278109	0.00651946817801	0.248953168883	0.0427176667576	0.0733894869089	0.0838417888979
a24	0.175785652263	0.0418404806423	0.0325950820869	0.0242689258245	0.0407787781393	0.19879878562	0.0200574425343	0.00665425339465	0.170458751068	0.0596403698001	0.101714223302	0.127407234786
a8	0.170325592195	0.0516438992562	0.063351426904	0.0146664659682	0.0431676714778	0.180609416258	0.0242851942508	0.00788328031502	0.122659558463	0.0683691007371	0.0999737073299	0.153064652371
a31	0.151409994545	0.0771725301335	0.114972149064	0.0199614612729	0.0633312943266	0.156309568593	0.0319612624737	0.0078969137234	0.120111326819	0.0537447878773	0.0687620190892	0.134366682716
