 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.195090133373	0.0328252954353	0.228934077176	0.127172894557	0.0380670799613	0.0618419812549	0.248572987893	0.0674955624563
a31	0.230642803594	0.0629651369271	0.140673706787	0.0929158548413	0.0367553904876	0.125810959601	0.235419727132	0.074816435091
a14	0.223391357244	0.119012470368	0.11376551595	0.0600465715944	0.017044036228	0.147537827487	0.229191617141	0.0900106242973
a37	0.261070019333	0.161437269866	0.0736833405252	0.0430120986403	0.0375151592802	0.11990938159	0.242518854942	0.060853893206
a10	0.271657545481	0.142207676518	0.0479032910948	0.068718230368	0.0770358703226	0.117876457365	0.237266120741	0.0373348202553
a31	0.288072972885	0.0933131346095	0.0714700081748	0.0718139520727	0.064206351218	0.111911230313	0.256445301914	0.0427670733784
a28	0.296383182987	0.0635644630512	0.0718502309566	0.068888113187	0.0548855592678	0.118729431056	0.259717817278	0.0659812224961
a31	0.342422873393	0.0491908511416	0.0441805398398	0.0690142245515	0.0531046643384	0.107579705297	0.218386044106	0.11612111004
a42	0.32620699241	0.0375058062011	0.0324652411928	0.0511255066799	0.0744986246403	0.0735060778615	0.224196999729	0.18049477548
a23	0.202735448276	0.0431491014296	0.0437676921117	0.0530431811832	0.107767803819	0.0591866877658	0.23323943731	0.257110665473
a8	0.111704552101	0.0507793002179	0.0537664379453	0.0567125123459	0.117310637903	0.0414380287286	0.249604614303	0.318683925171
</S>	0.077827732222	0.0538521083999	0.0456700000026	0.0558309627014	0.134958663247	0.0364893699963	0.269277523751	0.326093650836
