 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.199836670178	0.112481408936	0.0508521719688	0.055808276443	0.288566249341	0.25833035518	0.0341248536813
a31	0.195808173079	0.0696709458765	0.0727655470975	0.155058666525	0.268154795003	0.208975543005	0.0295663168325
a29	0.19914474178	0.0632366419533	0.107439437142	0.21234133177	0.220379010392	0.169042863949	0.0284159760279
a24	0.219371586257	0.0864622873304	0.146651710969	0.143255826665	0.148849621446	0.180655246983	0.074753739242
a18	0.252869106031	0.0875684164747	0.125368421433	0.0781306853041	0.152808973612	0.189211200872	0.114043214892
a31	0.30921508612	0.0989226205788	0.0737116398538	0.0461844665852	0.211596120306	0.180030795983	0.0803392691868
a13	0.347821285381	0.0959052551443	0.0517780769896	0.0357798413096	0.238954210967	0.184210943772	0.0455503779837
a11	0.311668249471	0.101311571292	0.0581297252911	0.0294911192257	0.196220988672	0.209671529657	0.0935068213006
a8	0.249686723107	0.110597990305	0.0509973102303	0.0254801460714	0.137163961672	0.275474253219	0.150599613122
a31	0.207121691881	0.123984790396	0.0390991714233	0.0253562335891	0.131760010464	0.304325247033	0.168352845334
a24	0.165438386177	0.141869555157	0.0443456135933	0.0250715054183	0.116389083461	0.310880018704	0.196005838138
a31	0.114303633903	0.151753022151	0.0396562709691	0.023524490391	0.090102916165	0.364654790248	0.216004879179
a39	0.0929162054758	0.153117624429	0.0379786521478	0.0217790418551	0.0832652357797	0.427116511229	0.183826721193
a20	0.0774900204127	0.142617299143	0.0429388974863	0.0207593632651	0.0569958577812	0.518323816343	0.140874719331
a31	0.0384658597013	0.164898096088	0.0321853613447	0.0256441527825	0.0560006641777	0.488987949981	0.19381788641
a20	0.0386615957168	0.143834373795	0.0413602473248	0.0260622874422	0.0584625587552	0.469711985194	0.22190694097
a31	0.0536307820043	0.119963767371	0.0427567391015	0.0203962837546	0.0448626619144	0.469659708698	0.248730063923
a46	0.0464009101753	0.11359621499	0.0341784362038	0.0179406961283	0.0413457654975	0.467111666799	0.279426310308
a31	0.0483929539594	0.106453896287	0.0297404660465	0.0177768357361	0.0351913127118	0.468830719933	0.293613803836
a23	0.0473652991379	0.0968120665208	0.0246323026988	0.0171559962724	0.0312584567633	0.469044173644	0.313731705045
a31	0.0523056419415	0.0876256668074	0.0234295843009	0.0168026257392	0.0295342908038	0.467191926748	0.323110265648
a46	0.0540947250852	0.083492287649	0.0216387056374	0.0167632886877	0.0310860933226	0.453290599116	0.339634293416
a8	0.0300874416687	0.0823405639272	0.026481560685	0.0168588309988	0.0345173152295	0.517424498372	0.292289789339
a31	0.0266504198999	0.110452721501	0.0288801240418	0.0223992255064	0.0350960897365	0.464569079657	0.31195234778
a38	0.0592709608277	0.111269879259	0.0356443824984	0.0219896408761	0.0339154837455	0.430584610286	0.30732505086
a20	0.0643676888782	0.118122764752	0.0379857527	0.0165720181219	0.028840081844	0.472456003695	0.26165569122
a31	0.0579689069062	0.123790939443	0.0266290852621	0.0155043848886	0.0224792809775	0.409363412765	0.344263968873
a20	0.074732482499	0.104985091831	0.0299731751301	0.013832217214	0.0201934140705	0.383069115522	0.373214479358
a31	0.090676304542	0.091168029707	0.0305671934119	0.0144516707319	0.019453256952	0.384830082907	0.368853454853
</S>	0.105006695545	0.0794572785585	0.0203700766115	0.0161193481899	0.0167583683827	0.349497808353	0.412790425126
