 	Valeria	legge	il	giornale	</S>
a31	0.0554670614123	0.185639854253	0.43160906914	0.308594461402	0.0186895580183
a39	0.0808882394699	0.231736188368	0.34894818698	0.308702617449	0.0297247700057
a8	0.145242877567	0.176806726589	0.264885395527	0.364606086133	0.0484589067226
a31	0.219876929157	0.0829594166626	0.268349100376	0.391121954345	0.0376925992306
a11	0.27129483293	0.0800186025218	0.217419138245	0.400944455112	0.0303229813945
a13	0.26411016805	0.0987600019139	0.124517087262	0.461585285531	0.0510274494228
a31	0.207205989747	0.0860430673548	0.140903218644	0.49911294011	0.0667347744856
a18	0.122759496017	0.0613190935113	0.165831305439	0.556836430703	0.0932536666085
a37	0.0664359808339	0.0754486183149	0.120825398247	0.615195422901	0.122094574536
a11	0.0611934757545	0.0911224375359	0.0684966011953	0.642114588967	0.137072891612
a41	0.0751353477463	0.0735298570972	0.0460262130548	0.641014122322	0.164294447677
a14	0.0678386825049	0.0574462518481	0.0333706961945	0.635895885441	0.205448476599
a31	0.0395378662864	0.056224477651	0.0408193445662	0.588673715014	0.274744596
a35	0.0514349324805	0.0688964388061	0.058037856247	0.535760230871	0.2858705436
a31	0.0671784702557	0.0823399406645	0.0648564763163	0.488281519624	0.297343597467
a41	0.0689714508254	0.0961820572857	0.0602703418021	0.453368953741	0.321207191982
a31	0.0740907363183	0.0990343314227	0.0488128071447	0.446227595114	0.331834510821
a35	0.0614942903011	0.108893828251	0.0380002695511	0.441802002171	0.349809581207
a31	0.0603595706182	0.110920920396	0.0282973936072	0.44284346119	0.357578632669
a8	0.0541192283331	0.114868474514	0.0221845160161	0.431654864397	0.377172920223
a20	0.0342865537566	0.125373955058	0.0187196990481	0.423321595066	0.398298205808
a31	0.0408496890481	0.109446698672	0.0195524974926	0.402064788222	0.428086329003
a37	0.070260427963	0.103200464628	0.0205156114442	0.381935759074	0.424087735088
</S>	0.0822340433374	0.105449564283	0.0215484944493	0.374557942637	0.416209953674
