 	il	muro	vuole	uno	specchio	</S>
a46	0.280352457449	0.076724702629	0.102737196365	0.149891291879	0.25303450399	0.137259843074
a31	0.269995763216	0.079568080125	0.152311279082	0.181045088841	0.196358787597	0.120720998839
a24	0.306846184399	0.136199806714	0.176363480619	0.161920741696	0.134531881153	0.0841379157329
a37	0.373953058522	0.1567311483	0.0816395670171	0.0912782905517	0.17860271755	0.117795224785
a18	0.38822887363	0.147572268209	0.0383860270708	0.0434699330041	0.24341365166	0.138929243626
a20	0.364480904478	0.168005094166	0.0204675997258	0.0266087983788	0.273119137423	0.147318455595
a41	0.304024012881	0.208225030166	0.0132931419791	0.0236068449685	0.309587283541	0.141263668588
a31	0.23542050033	0.257188026936	0.0116295942496	0.0276140448299	0.3715351652	0.096612650536
a11	0.170815805548	0.216564737526	0.0188506285472	0.0502843464497	0.48164919762	0.0618352654853
a31	0.0895005733964	0.159509740713	0.0203236361768	0.0698803909486	0.49967029454	0.161115349008
</S>	0.0644938929417	0.164012080535	0.0139098128733	0.0666222147086	0.42716149627	0.263800494874
