 	le	melanzane	vogliono	girate	</S>
a31	0.216914693077	0.15058770966	0.33526724533	0.255379702854	0.0418506725438
a35	0.09777405749	0.14727783242	0.316773891377	0.304038828887	0.134135404901
a41	0.0528281780854	0.0507810529507	0.224473733346	0.403551618762	0.268365424524
a10	0.0851040431897	0.0182527275461	0.128108569089	0.442646837541	0.325887819137
a18	0.134508778919	0.013329345756	0.066968714283	0.428445457834	0.356747685672
a35	0.129132324826	0.0174132713316	0.0693882941077	0.415621297764	0.368444797084
a31	0.0747543987131	0.0126829275936	0.165904934636	0.39737434304	0.349283382501
a34	0.0258206606138	0.00974345640077	0.266292963572	0.36955923176	0.328583670487
a8	0.0269863211616	0.0230869882151	0.239700851898	0.320658748267	0.389567074362
a31	0.0428471143574	0.0615165801131	0.180454260709	0.318461429088	0.396720608881
a8	0.0644871284766	0.101172204025	0.150791800637	0.318508201913	0.365040661814
</S>	0.0833635027768	0.112940516568	0.139358057855	0.275010686084	0.389327229447
