 	ha	che	sono	usciti	</S>
a31	0.259654920535	0.108796588209	0.31211129817	0.316417652032	0.00301955778228
a13	0.226729832882	0.197265423353	0.260579147643	0.313044776806	0.00238083528825
a8	0.22673787034	0.233393129746	0.11740790231	0.414335203069	0.0081258963686
a24	0.27665409979	0.201391667837	0.0579257716013	0.453243240223	0.0107852131009
a31	0.278061600592	0.208940254459	0.0961859924698	0.397107964153	0.0197041857668
a0	0.247814692311	0.135820957609	0.140361315689	0.435543945715	0.04045908097
a31	0.222647635401	0.0904360930127	0.167498632407	0.466554163123	0.052863465398
a8	0.193010503439	0.0869400806849	0.178725102316	0.473089349053	0.068234948102
a23	0.137998378536	0.0818668036933	0.140224855869	0.519762719114	0.120147224769
a8	0.0886776231114	0.0847552534036	0.119245698774	0.513446342455	0.193875089056
a23	0.0580443138324	0.0871564073734	0.0901064369963	0.515903361934	0.248789488885
</S>	0.0390502477421	0.0894369688993	0.0691182835426	0.531486524213	0.270907969042
