 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.202454224306	0.158422356331	0.0262507498142	0.180831391851	0.0496423116981	0.3264777673	0.0559212116531
a31	0.168160520846	0.162587813122	0.0573038959553	0.184327836298	0.0705374752891	0.299305136059	0.0577773235175
a20	0.172369528384	0.206113908731	0.0625456446684	0.165904071444	0.0657044118884	0.302465615465	0.0248968100922
a31	0.190408239741	0.226711416711	0.0402331773044	0.105182288309	0.100692910224	0.319906805724	0.0168651570852
a20	0.176072511971	0.230897704048	0.0272715837266	0.0602343943408	0.143947758182	0.345970055217	0.0156059901889
a38	0.182058320257	0.202221373302	0.0329047242116	0.0525518596931	0.15681906523	0.332791598337	0.0406530610804
a31	0.160822706496	0.206879727201	0.0420027806247	0.0566367370832	0.147041497359	0.337866124308	0.0487504252908
a29	0.107997354038	0.273312276461	0.0496564974156	0.0597086170215	0.128317406753	0.348648521931	0.0323593163751
a20	0.0719100628196	0.263602805037	0.0698095430664	0.0508342398873	0.146022370155	0.33842686214	0.0593941053728
a31	0.0695852989737	0.258758795945	0.061142792439	0.0524926635447	0.130256848144	0.346102703483	0.0816608752625
a20	0.0706698798971	0.279647150219	0.0601393146826	0.047196952187	0.121047112902	0.328844977923	0.0924545906627
a46	0.0590055197385	0.259913971123	0.060494531126	0.0479689013288	0.142297774937	0.309301773642	0.12101751625
a31	0.0409199129077	0.245328463236	0.0856363330548	0.066424922051	0.115538487023	0.332444782348	0.113707083709
a20	0.0423546771128	0.262945393676	0.100129680366	0.0548956914781	0.117617402636	0.304070577522	0.117986564244
a31	0.0383422226236	0.266199759389	0.109028186999	0.0348731160398	0.110386242364	0.293579094194	0.1475913574
a39	0.0388031972721	0.251096517074	0.108048292987	0.0315038434808	0.102597595813	0.304448332372	0.163502185927
a0	0.0479175945559	0.29675274398	0.0590206388031	0.0318943367145	0.125240392091	0.262924092784	0.176250195576
a20	0.037047642564	0.344801677977	0.040898276748	0.0269631620994	0.097432611671	0.281796257237	0.171060384668
a23	0.0301395968415	0.31423434213	0.0443074545952	0.0270023795479	0.0796059245357	0.31704014351	0.187670149152
a31	0.0359821256236	0.233444501604	0.105315234766	0.0289709728272	0.0717833381072	0.290334847378	0.234168961656
a20	0.0429283410812	0.199547706923	0.119105876776	0.0333940435059	0.0644532117551	0.301789089655	0.238781717269
a31	0.0479979278766	0.194974650482	0.106973130359	0.0299194790933	0.060863654597	0.297927798469	0.261343352348
a46	0.0517199825483	0.197939983119	0.10059493402	0.0309988203006	0.056689903489	0.286245347762	0.275811032405
</S>	0.0506709065191	0.214308139152	0.0675411444129	0.0432775788822	0.0642044458615	0.312546463511	0.247451327635
