 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.057441504087	0.175671349553	0.0664545500186	0.0114210469932	0.0135184714126	0.0210713259111	0.0648338519592	0.146759602306	0.102495175181	0.222613242137	0.11011483067	0.00760503085256
a24	0.0572465251184	0.180331295933	0.0733950115933	0.0660612710971	0.00939607460162	0.0434294155358	0.0774456221194	0.123458727894	0.0704195055243	0.18552016957	0.106055751412	0.00724062496477
a31	0.0253380076148	0.181010601486	0.0652153254083	0.0997301877112	0.00403085012304	0.0403363096927	0.0788694267079	0.145337140419	0.055483367036	0.168289239782	0.130291125413	0.00606841915412
a28	0.0174744593543	0.183954268375	0.0533164654564	0.104577275548	0.0019156208462	0.0372798210263	0.086354645876	0.162115316628	0.0503607563585	0.143637526867	0.147495126214	0.0115187088105
a15	0.0258348102556	0.165593023215	0.0339760973713	0.128003810752	0.00285702086697	0.0407545063019	0.108617200703	0.199040791243	0.0349140077916	0.067628066079	0.170464278384	0.0223163682312
a28	0.0780414994116	0.11721226863	0.0274336286476	0.144763616816	0.00751399726351	0.0381685518896	0.0937927186148	0.198142234748	0.0305635582752	0.0513706205906	0.187351631496	0.0256456544538
a31	0.151124619921	0.0748606164296	0.0192319129425	0.107455969856	0.00836730882219	0.0413584521681	0.0933829920308	0.209883501983	0.0281994858382	0.0878580322567	0.159867908258	0.0184091913732
a8	0.136860139612	0.0845792446978	0.0247268164548	0.0868794463533	0.0127147837462	0.0587733963928	0.0983477814583	0.193751966437	0.0243643302977	0.0974419100319	0.162315880183	0.0192443092224
a31	0.106912121249	0.10345080765	0.0461804232878	0.0876224725256	0.0153728544091	0.0627758481765	0.11165033219	0.124573156268	0.0201608148079	0.104897271823	0.195613044593	0.0207908463873
a33	0.0919082772322	0.134543222442	0.0490680385819	0.065665114247	0.0111082498761	0.0475671944926	0.11366584441	0.099382224024	0.016944044992	0.106342444995	0.233052031529	0.030753304615
a20	0.0677251309443	0.185623306581	0.0408445657061	0.0548354537301	0.0104897659038	0.0681047184397	0.0992975527979	0.066508055196	0.01139292329	0.0540412382086	0.286154882512	0.0549824166163
a14	0.0794387697231	0.217789201416	0.0346004150334	0.0280058500253	0.007454216295	0.0740416572919	0.0871933034824	0.0418453133587	0.00878988823333	0.0346253587109	0.283783717884	0.102432323241
a31	0.0783225021531	0.215452571769	0.0492607069278	0.0204914612227	0.00562018394364	0.0514322494871	0.0910703365495	0.0444691760796	0.0114996238311	0.0731942745316	0.246828035983	0.112358864467
a17	0.0810835219277	0.181306277093	0.0594294875794	0.0387844941274	0.00639046160118	0.0483293685735	0.0955446326045	0.0541458446199	0.013092085673	0.0872756543705	0.242405058256	0.092213103957
a20	0.101091642033	0.166746535529	0.0513434695882	0.0429224236905	0.00808510868993	0.0601989131066	0.0810622409082	0.04493478686	0.00922932018407	0.0431323419035	0.261663960492	0.129589263287
a31	0.087706869065	0.161932415508	0.0484448990357	0.0239835021729	0.00916430307169	0.052440273766	0.0904725937381	0.07060246644	0.0126786383131	0.0659858952612	0.231265084964	0.145323061496
a8	0.0703507951466	0.123063340385	0.0416291894774	0.0180405277073	0.0117125985482	0.0561020185432	0.0925716078392	0.111874246912	0.0148196479419	0.0753658760737	0.241247386828	0.143222765625
a24	0.0891518522378	0.119302197224	0.0394355810768	0.0133255410021	0.0134492771063	0.0597026299218	0.0683386996038	0.108053672563	0.0135608265565	0.0416741818839	0.254232460603	0.179773077228
a28	0.125235059163	0.160760052259	0.0398541833177	0.00911304287975	0.0121253590738	0.0520866773099	0.0549837895305	0.0721204621657	0.0125166228078	0.0291498816573	0.230257094594	0.201797775286
a20	0.145689354108	0.171046867092	0.0408786847372	0.0082158638753	0.0105490532595	0.0546000779223	0.0564173228816	0.0428708664899	0.00934696380393	0.0214096798238	0.257830096331	0.181145170352
a31	0.146466386316	0.183013819276	0.0368460277924	0.00754071015143	0.0082898062767	0.0430224055216	0.0540811727331	0.0466731685533	0.00752101810364	0.0325916091933	0.24202412277	0.191929757715
a46	0.144725866151	0.153068605462	0.0352331500066	0.0107180202175	0.0101559435764	0.0475642667654	0.0510169630175	0.0552474957731	0.00759531855935	0.0374283525484	0.251242298383	0.196003719103
a18	0.119695889716	0.127891002108	0.0507308766921	0.0143318390174	0.0156117681151	0.0481645576207	0.0421041290115	0.0688414002537	0.00862861403598	0.0253037242468	0.304136128528	0.174560066881
</S>	0.0950002721355	0.141326741246	0.0626871134258	0.0146747275678	0.0183486361723	0.0329222357191	0.0309887171736	0.0878260803579	0.00867627533059	0.0215200071194	0.310630611864	0.175398583541
