 	non	so	cosa	scrive	</S>
a46	0.0192965434608	0.433857567223	0.145332246884	0.369342629479	0.0321710251789
a8	0.0515425542102	0.433544573049	0.102116195682	0.382238900304	0.0305577910602
a31	0.0768794153244	0.344756155881	0.158333990529	0.407019559316	0.0130108806232
a13	0.130953932574	0.200049989852	0.234009951826	0.429137783508	0.00584833497603
a31	0.13973989108	0.171091053262	0.247656332577	0.439358946303	0.00215377506771
a28	0.131609611139	0.160257602787	0.279081249803	0.42812412585	0.00092741666943
a31	0.189243464017	0.164596505644	0.219899356948	0.423858178057	0.00240248835968
a37	0.188581206216	0.158243665574	0.155397278018	0.485267674659	0.0125101614812
a31	0.172638935246	0.138511494182	0.123464653567	0.517617436853	0.0477674693844
a11	0.1332988019	0.13282531918	0.0891781233149	0.592874492918	0.0518232415535
a31	0.0747761264386	0.124563023361	0.0693645764058	0.635956096906	0.0953401511942
a20	0.0807167393726	0.117027237735	0.0503409835001	0.637763781569	0.114151247654
a31	0.0683130282243	0.0535765065183	0.0503068004817	0.70391930619	0.123884362393
</S>	0.0360556875859	0.0355219164182	0.0486040351167	0.698644461595	0.181173909399
