 	sul	muro	vuole	uno	specchio	</S>
a33	0.323132165839	0.078246325099	0.127579288667	0.165489117651	0.164364804092	0.141188293225
a31	0.295091469235	0.163833199423	0.114794095657	0.150778549874	0.128076455136	0.147426235553
a23	0.291464580635	0.221469254938	0.107120080932	0.115846866387	0.138145022876	0.125954201914
a31	0.306637062845	0.190266375901	0.0901493199343	0.0876713643191	0.150676532815	0.174599339891
a28	0.320035762372	0.189216409308	0.0738040254532	0.0637851776908	0.159736826154	0.193421804478
a31	0.406395816883	0.154736382018	0.0266976420078	0.0488351874032	0.184628225451	0.178706757398
a39	0.408277736792	0.15023340059	0.0116045276736	0.0407550380361	0.216448443163	0.172680843143
a31	0.398359645866	0.157010550716	0.00644071734498	0.0322703408994	0.232449964396	0.173468759858
a41	0.33645810757	0.128240417888	0.0114010211282	0.0441924138932	0.288857833701	0.190850183169
a37	0.17408959392	0.166784003756	0.0201515477352	0.0491129412824	0.345034771367	0.24482713023
a41	0.116183792842	0.13506881191	0.0288491518614	0.0569589781415	0.373310440256	0.289628813423
a31	0.0692644735361	0.117472086625	0.0248934337599	0.0472342276205	0.355479817819	0.385655939608
a37	0.0387071212342	0.140881537679	0.0230553256767	0.042014443282	0.34528773194	0.410053831636
a18	0.0151363096245	0.109063437055	0.045513779476	0.0614262446661	0.418063368447	0.350796864712
a31	0.0156557916491	0.0958735807347	0.0425400034477	0.0531928911163	0.397975407945	0.394762331637
</S>	0.0224659818887	0.115659388055	0.0265469508997	0.0369279018752	0.354230347667	0.444169441519
