 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.199163303433	0.0827394687917	0.0152353895873	0.0105192595976	0.0195140173391	0.0226880241138	0.107503778306	0.0210906918526	0.118833957372	0.0269242235849	0.0620635858976	0.00266928315657	0.307066745469	0.00360387083474	0.000384382792452
a46	0.172673042169	0.0862427297191	0.0116984285767	0.0150884108496	0.0282428109993	0.0340492627594	0.147045579302	0.0254027749987	0.0644798535027	0.0122667951593	0.0326069751399	0.00278369987649	0.308158448606	0.0401016150685	0.0191595600576
a31	0.160609332591	0.0886220848739	0.00897136726947	0.013361685291	0.0217839257154	0.0303815968699	0.163072157627	0.0261562841642	0.0315869523187	0.00738544677079	0.0228593128257	0.00364233878822	0.312946954919	0.0832401511152	0.0253804014005
a46	0.119077658044	0.0969396987205	0.00610663646202	0.0100114818007	0.0248753813474	0.0352586062376	0.152898186638	0.0208554598532	0.0209581958754	0.0172576024641	0.0456624157263	0.00879140636658	0.309410244871	0.101115708719	0.0307812912017
a8	0.0431568512901	0.15883346028	0.00762361753846	0.0114768327628	0.0320369369752	0.0651101952889	0.0908118633015	0.016368994897	0.0157857272593	0.0395707114566	0.0744196789616	0.0244816163546	0.261242126101	0.110335544353	0.0487458277887
a31	0.0157540291879	0.182050884761	0.0434200984257	0.00934916873871	0.0230829872282	0.0744604247554	0.0768236638943	0.0201283556603	0.0168933172693	0.0343552023493	0.0492423286958	0.0472960640416	0.299375036586	0.0730337398359	0.0347346875363
a28	0.00609252274633	0.192873342763	0.0524013206365	0.00767629085182	0.0127124851692	0.0934039620624	0.0663670653207	0.022663046228	0.0139233964474	0.0383794002051	0.0399430733195	0.0525514373104	0.2887162854	0.0745542366105	0.0377421183267
a8	0.0119983583634	0.184425552993	0.0204228032441	0.00773420640694	0.00995271745293	0.120170469467	0.042726366889	0.0217400264955	0.0144547843501	0.0487652488582	0.044983509977	0.0448395457135	0.238686460145	0.132838974414	0.0562609872474
a31	0.045363803713	0.12936052646	0.0240312767144	0.0133726502046	0.0279163387936	0.0882845171241	0.0605783907044	0.0731847927033	0.0281858631039	0.0412138998773	0.0361101766038	0.0518080546738	0.234707048003	0.103368107051	0.0425145706893
a11	0.0668662812339	0.0708552061585	0.0236948600226	0.0340756129897	0.0470137763091	0.0836517471844	0.065331017373	0.0875962403741	0.0651651681887	0.0538939628727	0.0455378748973	0.0534261261435	0.184500752964	0.0784812034441	0.0399101870342
a31	0.0619105724466	0.0493745602453	0.017269932577	0.0457098436842	0.0543662457749	0.0875928302316	0.0528458095099	0.0879530378204	0.090830646622	0.0630581606246	0.0532191624892	0.0502213682485	0.177554487134	0.0708771588546	0.0372161989849
a11	0.0514763937308	0.0312081625929	0.0149335193425	0.0419403447511	0.0703328347852	0.082583118111	0.065121474872	0.0901149812907	0.11818410368	0.0607832333379	0.0502683004952	0.0467821936564	0.161882999029	0.0780768319811	0.0363115144007
a39	0.0650978932136	0.027332341205	0.00645117023568	0.0359798737048	0.0635025211286	0.114500449463	0.0671957193264	0.0439027369848	0.108438663586	0.060354167854	0.0491749613337	0.0359216485655	0.14245447912	0.124843331744	0.0548500620376
a31	0.0685411049034	0.0387217039949	0.0170172360268	0.0482020973043	0.0531619637064	0.0852048812333	0.049989302658	0.040997211568	0.0912811334881	0.0669836039606	0.0450172971114	0.0324164625079	0.233735602962	0.0876508620982	0.0410795680524
a8	0.0595427970614	0.0830129667628	0.0344723468972	0.0556544691817	0.0467781890158	0.0447190730607	0.0472666093468	0.039019861674	0.0941757045151	0.0658636344602	0.0448808344682	0.031017134579	0.232112001838	0.0804657106916	0.0410186814342
a46	0.0686852143318	0.151908084857	0.0351125670102	0.042101181025	0.0359165542816	0.0491665051157	0.0600712229863	0.0306805703185	0.0570876069271	0.0466099188527	0.0406744296904	0.0241151259899	0.149067263503	0.137668980022	0.0711347906605
a35	0.0610328532973	0.188538095315	0.0313441686734	0.0425914985248	0.0405386704061	0.0576926449807	0.0608365699374	0.0339925011533	0.0311916994228	0.0320636229582	0.0320679607011	0.0171125305573	0.117047146622	0.158895535254	0.0950545193954
a31	0.0373587323088	0.184313329306	0.0479136988816	0.0674232303277	0.0391004320878	0.0411369446711	0.0440896137158	0.0286704424308	0.0375434471941	0.0459749056185	0.0330120486175	0.0183824416374	0.193886886581	0.106409252879	0.0747846010507
a24	0.0218709694235	0.171769753895	0.0619393670106	0.0772828575503	0.0282061004103	0.0196456627974	0.0855643718053	0.0171119884525	0.0544740238458	0.0698429305443	0.0448062180144	0.0221571593848	0.228370765923	0.0603685415484	0.0365893003196
a31	0.0173679968782	0.150074844498	0.0511866990024	0.0781643917575	0.026990573312	0.012956648378	0.0965217124003	0.0180221558128	0.0748167979847	0.0827517478893	0.0493105953863	0.0230444137037	0.24676125003	0.0461827026937	0.0258474745803
a28	0.0124234825502	0.142804677975	0.0466171782571	0.0758462918885	0.0258959221945	0.0174082535313	0.0441127205762	0.0214034289386	0.0984985014622	0.0715754622886	0.042255188133	0.0204150239362	0.265609715993	0.0760799908091	0.0390541641164
a18	0.0155597588454	0.192022676795	0.0524894135349	0.0518453769274	0.0165955222501	0.0262686626385	0.0417481738795	0.023398106132	0.0817055586019	0.0533317069475	0.0395935824309	0.0179354965662	0.190614775638	0.131953723843	0.0649374584155
a31	0.0125072303413	0.221769040757	0.0552280138925	0.05771516557	0.0152534772766	0.0197688162652	0.0334932423928	0.0204577282219	0.054725118408	0.0689602944035	0.0391355108362	0.0182769308257	0.220664776234	0.0925294381897	0.0695151888365
a3	0.0102799029919	0.200507751303	0.0542214182905	0.0584542852855	0.0157769269286	0.0154752641801	0.0298086405806	0.0147983005227	0.0816725970959	0.0792875013832	0.0427110232874	0.0177948685286	0.232728742013	0.0793356468899	0.0671471083138
