 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.107497168894	0.32323308051	0.13989033527	0.308095842721	0.048148984707	0.0710766849742	0.00205789460757
a20	0.156998479519	0.294940287524	0.138804347054	0.180034111097	0.0419833301317	0.185779674438	0.00145976711276
a17	0.155326674145	0.22679303403	0.2038163903	0.0750419530237	0.0300615846192	0.307516790932	0.00144357141072
a31	0.178829067677	0.161358835284	0.204639226645	0.121405447586	0.0615978564637	0.270022649216	0.00214691930176
a39	0.225984220938	0.108370777593	0.185126651182	0.142738320415	0.0853904191946	0.249147650724	0.00324195870703
a31	0.285889923216	0.111434699057	0.155754270478	0.126450409494	0.0731271292782	0.244814112335	0.00252944658538
a20	0.249365332954	0.158570036728	0.15530476085	0.130996945285	0.0601187713594	0.242321767057	0.00332237693293
a31	0.2052902386	0.181816667962	0.17107757983	0.133937485671	0.0496100617318	0.252601038333	0.00566692017192
a13	0.186291338351	0.21193575165	0.150382456952	0.147870026924	0.0546345219759	0.242692808541	0.00619309012424
a24	0.151209828963	0.2171312029	0.133827538248	0.136238124211	0.063860353292	0.289825662139	0.00790729875675
a46	0.153212616309	0.182026424231	0.116866691344	0.16094124921	0.0604276410107	0.310781876891	0.0157435091536
a31	0.151956251074	0.181646452987	0.1470485315	0.196894892472	0.0440108845589	0.254026804942	0.0244161823712
a20	0.172402998478	0.189657299833	0.128149404491	0.174651529096	0.0446176526283	0.264231329457	0.0262897904771
a31	0.153257628611	0.189258198695	0.125836517981	0.157317598735	0.0464259802493	0.273068067908	0.054836016747
a18	0.140154967364	0.178012407687	0.122656778458	0.173728925541	0.043932663483	0.265319864596	0.076194404037
a20	0.112969975373	0.17443542841	0.0859164106467	0.133152762633	0.060247404011	0.362894770679	0.0703832406123
a31	0.0864667717732	0.194130151795	0.111314405754	0.114365331961	0.0549806861683	0.32486173472	0.113880904271
a11	0.107836523222	0.173460500679	0.105754730577	0.127596778537	0.0504154122841	0.31582721896	0.11910883669
a31	0.101189024455	0.155301291108	0.0865846267992	0.108544108986	0.0545563987976	0.3165290835	0.177295484317
a28	0.0893371474208	0.151484021169	0.0766642821585	0.110539966491	0.0553560759488	0.312170005813	0.204448516526
a41	0.0907533287434	0.150214055627	0.0511061338461	0.131037307966	0.0773647526363	0.375280020338	0.124244391042
a8	0.0637045096277	0.163000397704	0.0578440364441	0.116617921947	0.104307431259	0.374326130179	0.120199551881
a33	0.0402045934389	0.167069793408	0.0716924593341	0.094200742761	0.113704498477	0.36676225346	0.146365640427
</S>	0.0348003628933	0.169095690154	0.0764257928308	0.0823132933105	0.112658694404	0.36113269593	0.163573456013
