 	può	che	sono	ancora	svegli	</S>
a31	0.173001272623	0.210184831884	0.0722596168485	0.232687798198	0.298088099183	0.0137783987916
a7	0.185453057477	0.227278612947	0.12943763645	0.138168124266	0.307494626379	0.0121679448977
a31	0.190174256093	0.232548278183	0.175460112725	0.135513118638	0.257731592767	0.00857263293646
a7	0.194957287053	0.219789736995	0.183774486068	0.156177856824	0.234679983796	0.0106206254533
a31	0.197105849265	0.224732722783	0.16640770891	0.149086039229	0.252079979524	0.010587687144
a37	0.216048183656	0.163798780412	0.202961592597	0.152899079423	0.243148501659	0.0211438704041
a31	0.245315173895	0.102694902939	0.244915552053	0.164256732011	0.216350558553	0.0264670884455
a39	0.213307419583	0.0749676821921	0.216116506704	0.211291357706	0.247397933214	0.0369190930404
a31	0.156618407534	0.0515868035463	0.218802197748	0.181277391851	0.279285937574	0.112429248049
a20	0.11685658046	0.0576661221543	0.206080972155	0.14577952772	0.304144783191	0.169472018071
a31	0.0736614818106	0.0720989349792	0.18759647657	0.125675650143	0.319555358504	0.221412112079
a46	0.0613031459225	0.0906146912331	0.157113192268	0.0781342352967	0.327257922075	0.285576817393
a8	0.108075621586	0.0817935203074	0.116927186959	0.0648289179011	0.350725350712	0.277649402331
a46	0.142874978733	0.0616750151489	0.0986785065736	0.0528928286918	0.377551333131	0.26632734975
a8	0.110151246083	0.0622498570726	0.0970514503978	0.046268417184	0.367862180377	0.31641686447
a31	0.0757137984854	0.11884056556	0.0855363866673	0.0497453078131	0.345933610859	0.324230333157
a20	0.0951900202427	0.1342844006	0.0896981910495	0.047711755901	0.317147778086	0.315967837319
</S>	0.124331689957	0.0927710802298	0.108837200147	0.0454606956405	0.289053611643	0.33954568856
