 	sto	ancora	cucinando	</S>
a20	0.456958000518	0.2049340327	0.176117760604	0.161990200224
a31	0.477513873465	0.156121820467	0.247662386922	0.118701929241
a37	0.471383308864	0.100268227789	0.290772077387	0.13757641262
a20	0.461467746218	0.0603824211963	0.290475654014	0.187674199924
a31	0.443188210683	0.0533234365121	0.305118001942	0.198370365772
a30	0.319498746892	0.0409477192478	0.397253260681	0.242300280733
a46	0.136488036027	0.033435348116	0.473117468771	0.356959140856
a31	0.160201508482	0.0407671971814	0.413965849856	0.385065452041
a39	0.156697711708	0.0393438017883	0.401918743336	0.402039763169
a15	0.101298080734	0.0464886800856	0.416557329808	0.435655925896
a20	0.0779964724553	0.0588894827968	0.399849372121	0.463264685539
a22	0.0383097503712	0.0461153955959	0.433733152921	0.481841710646
a31	0.0347417448899	0.0283284161009	0.473707791968	0.463222048882
a46	0.0329370712404	0.0276022948657	0.486381315025	0.453079322061
</S>	0.0298839394926	0.0361161175229	0.502714951142	0.43128500268
