 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	0.0795681465705	0.0951172155021	0.0597215623885	0.0293925188981	0.00695205875244	0.0128422477322	0.493970279893	0.0518649221299	0.151873442152	0.0186976045668
a28	0.0468448444302	0.116608825652	0.0655363724956	0.0384756286274	0.00995534004441	0.0178678507256	0.503609243284	0.0373571520305	0.0965616679617	0.0671830736631
a24	0.0579795851407	0.139403078468	0.0382349869327	0.0291767388116	0.0109937786723	0.0133996243852	0.409929610845	0.0319779594608	0.146472445671	0.122432217984
a28	0.0835846373115	0.160684431328	0.0194875663535	0.0437187516075	0.0108886100054	0.00952978390507	0.345800461668	0.0317910255107	0.156941898106	0.137572870946
a31	0.152280618911	0.151726296048	0.0309427761197	0.0950421676935	0.0222003563182	0.022887047565	0.294081518218	0.0373357979775	0.09374739417	0.0997560556104
a20	0.199402278152	0.110532896552	0.0365525193627	0.128339914907	0.0478108980832	0.029741201265	0.259494992595	0.0346477832012	0.0611991162582	0.0922784244466
a31	0.20464120926	0.0725777277336	0.0279320896487	0.152474024086	0.0495193837436	0.021334722951	0.296048525474	0.0326025362241	0.0529413143358	0.0899284867842
a13	0.205799460293	0.0536729047681	0.0254968898316	0.130431016768	0.0628738296688	0.021749815069	0.28498141736	0.059881362523	0.0627643498783	0.0923489729134
a31	0.204786601519	0.0463131794313	0.0175995160676	0.13023536675	0.0689861720123	0.0233666260626	0.276508695178	0.0688920777267	0.0662394597811	0.097072310203
a41	0.2017683389	0.044074026953	0.0139856841519	0.121970608297	0.0542626389914	0.0235123841518	0.248733710144	0.0660914546267	0.0832533141953	0.142347853052
a33	0.209438835933	0.0546561112333	0.0129040956164	0.0633700729926	0.0510773061125	0.0285687696677	0.119277905532	0.0941963639651	0.116429794728	0.250080756967
a8	0.244775611044	0.0525393634016	0.0137316493301	0.0387690504336	0.0348654329182	0.0326251440431	0.0580348957451	0.0967404049004	0.132788539564	0.295129908759
a24	0.277385222327	0.0557524992192	0.0122948758298	0.0254821152175	0.0285385235092	0.0324099315305	0.0457191188677	0.0727730672092	0.126685830002	0.322958813181
a37	0.31039488909	0.0648187687692	0.010906189878	0.0219195056292	0.0249514372036	0.033316327052	0.0436298514262	0.0583526201399	0.0947022596991	0.337008144704
a5	0.322584624686	0.0703058262956	0.0115051335787	0.0213315760444	0.0241609311953	0.0359749727936	0.0957930157591	0.0730058499571	0.0800314670636	0.265306605647
a31	0.298695958687	0.067771850427	0.0115349649419	0.0265652538781	0.0273954707184	0.0539040634208	0.17080518214	0.0694906163137	0.0624638865813	0.211372763883
a20	0.245370851248	0.0734375030016	0.0150219643882	0.0281155016019	0.0349437613784	0.0585104460742	0.141111467942	0.0715196745419	0.0950473450906	0.236921494091
a31	0.189934416721	0.0876834725994	0.0176402642409	0.0249830833856	0.0364224960424	0.0845456220902	0.120229920343	0.0759436109906	0.122408180741	0.240208939024
a8	0.153285966356	0.097046374186	0.0308222031023	0.0305043185266	0.0391704018658	0.0956394542582	0.104924058832	0.0565314904455	0.144539492944	0.247536251975
a31	0.135087782829	0.104372374782	0.0388549757899	0.0367159301098	0.0443918910296	0.10203441174	0.0932993835413	0.0522618872498	0.153530700921	0.239450652692
a20	0.123692927081	0.115888896022	0.048231908377	0.0396238099544	0.0482425905123	0.103723235064	0.0899861355856	0.0472703022246	0.130802673427	0.252537500231
a24	0.137644050659	0.121585960879	0.092346245395	0.0338163242782	0.0562942727003	0.0600975564715	0.0407415982577	0.0453244589589	0.121170119256	0.290979407297
a31	0.143373184593	0.118100354018	0.0894698822524	0.0282825414756	0.0524599812712	0.0920155436839	0.0678129112672	0.0371450402636	0.0942960252833	0.277044542412
a37	0.111856543924	0.125185173071	0.0642890680196	0.0399341982285	0.0460964061908	0.0987216393925	0.0834622427711	0.0379895742879	0.112526113399	0.279939042097
</S>	0.0947485271526	0.130378037098	0.0703485193163	0.0490432143423	0.04662855186	0.0624034227325	0.0577455106025	0.043841539034	0.139673496259	0.305189168648
