 	ora	ho	finito	di	scrivere	</S>
a23	0.229527989905	0.188639871612	0.0269113527175	0.148175614558	0.349773035531	0.0569721215525
a31	0.155259431506	0.185970828068	0.0472765457556	0.260761111363	0.303913850921	0.0468182244318
a28	0.130062842568	0.1938312079	0.128389828246	0.275951473405	0.240702526707	0.031062102077
a31	0.0877636121692	0.194530607039	0.18656406856	0.264366523281	0.242224595786	0.0245505689055
a41	0.113313432303	0.206409712404	0.15987239967	0.203184135614	0.304224080389	0.0129962324478
a21	0.250037418328	0.165266776778	0.109445662087	0.0877306365342	0.37720253458	0.0103169798311
a24	0.360371092201	0.0760799075515	0.103996639687	0.0417289621194	0.391957059247	0.0258663450906
a31	0.365366042875	0.0330044695267	0.134764105852	0.0199872413357	0.406003897616	0.0408742446266
a39	0.271526646839	0.0399307236631	0.130540306958	0.0251334954932	0.481198784539	0.0516700525119
a31	0.162212006886	0.0482037788485	0.140855402952	0.0330117356819	0.512515115113	0.103201986719
a28	0.114281853585	0.0577183884167	0.165150246162	0.0565322426665	0.439899041631	0.166418251562
a31	0.102045523179	0.0572984767137	0.178232985263	0.0641322189403	0.37233070687	0.225960094921
a20	0.0871262328825	0.0692274538777	0.186054919387	0.0822780560583	0.298025787707	0.277287550434
a37	0.0490147351993	0.124358159512	0.182225293271	0.118084119641	0.22467352848	0.301644171711
</S>	0.037696895426	0.144986398187	0.179301783173	0.115462700552	0.21060790798	0.311944326055
