 	sto	e	cucino	</S>
a31	0.423039787911	0.0947107923965	0.353593922956	0.128655485234
a20	0.451151113215	0.0664781942048	0.375480534364	0.106890134921
a31	0.424727277079	0.0966362983919	0.392263205385	0.0863731903896
a37	0.39303463839	0.117033193519	0.415899288256	0.0740328616378
a18	0.293189074023	0.122361659549	0.455280050883	0.129169209744
a31	0.367313655893	0.0882636081657	0.43132593857	0.113096788485
a20	0.350539482411	0.0704474697676	0.412477754957	0.166535260812
a31	0.237853828898	0.10708147929	0.397206580787	0.257858087712
a28	0.182269600484	0.144090558251	0.342897269863	0.330742575629
a33	0.100834879593	0.124367267356	0.322488622974	0.452309250606
a31	0.058339901815	0.0580380908958	0.360711581878	0.522910443394
</S>	0.0383722332677	0.0299629518171	0.379403817139	0.552260999485
