 	voglio	che	Maria	che	venga	domani	</S>
a8	0.0189872131555	0.256729735631	0.045365509997	0.0497497152674	0.348169725567	0.273258446217	0.00773965462636
a31	0.0398781357998	0.194248641525	0.101583049216	0.0834809017541	0.350113719174	0.223978041051	0.00671751325186
a8	0.104513512629	0.166754354934	0.166165496551	0.0777909128394	0.264555774371	0.217782752349	0.00243721071939
a31	0.131248731438	0.160899934921	0.147085264846	0.0899505957021	0.252944823617	0.21671154405	0.0011591222607
a24	0.164491174762	0.128401509918	0.0798077204234	0.0925401904774	0.316652344428	0.217454523825	0.000652536948581
a31	0.201940678545	0.116067057716	0.0489691449238	0.0496000981611	0.320354463625	0.262738140836	0.000330412302344
a46	0.191419634405	0.0901605027138	0.0388325524708	0.0456110933794	0.316023829935	0.316992830222	0.000959577116908
a31	0.129540261068	0.0425782731337	0.0232944170066	0.0670552652429	0.375560368381	0.358256390782	0.00371505392877
a29	0.06648729008	0.0268619850298	0.0285107367886	0.0818581691892	0.387050949331	0.40378478854	0.00544610511254
a20	0.0751988843062	0.032325313394	0.0439547969705	0.0770159283148	0.387778480326	0.375322100413	0.00840452200778
a0	0.0903017030367	0.0494100152995	0.0660941887498	0.0732099472492	0.331567209592	0.374030605604	0.0153863357119
a31	0.0640911646802	0.0577452145462	0.103207096287	0.0840511043645	0.218401599344	0.402193182601	0.0703106336433
a23	0.0427786643176	0.058285176192	0.112386956157	0.0891286606635	0.144185740267	0.443800592534	0.109434227654
a31	0.041515014507	0.0731628346533	0.0947839754448	0.0776508410056	0.0943161552703	0.447577064111	0.170994143881
a18	0.0462891792926	0.104960608888	0.0922816899494	0.0682143494139	0.0751979507607	0.41687837597	0.19617786629
a37	0.0493978010675	0.126594299033	0.0864145688981	0.0657226850648	0.0619658078423	0.485119261323	0.124785583097
a31	0.0329235864575	0.120548039902	0.0675175967596	0.0649962786363	0.0553958660243	0.472194997108	0.186423630646
a20	0.0340982229845	0.100426612479	0.0555439298877	0.0493838262954	0.0477209975112	0.479485757036	0.233340649329
a31	0.0450990290806	0.0938208373351	0.0386810407526	0.0357850255121	0.0362295179061	0.473924320745	0.276460234476
</S>	0.0477941583585	0.100997295437	0.0242714084711	0.031835459841	0.0305491155021	0.407339392972	0.357213182838
