 	sta	e	dorme	nel	letto	</S>
a33	0.0754558997702	0.321170762731	0.205368693676	0.0530644648144	0.147322150505	0.197618027353
a31	0.115342451842	0.236653103889	0.223271535291	0.0880506564833	0.109557722664	0.227124530786
a37	0.134863933932	0.14891216244	0.313655616563	0.113404420904	0.0633948248033	0.225769047606
a31	0.113209401796	0.179846593901	0.299513309844	0.125338641926	0.0628551688378	0.219236899657
a13	0.12596425862	0.18633962139	0.246062335204	0.112599388784	0.102580883738	0.226453521097
a20	0.190783042597	0.109979857768	0.284128246821	0.0928745210819	0.117835283215	0.204399053108
a24	0.210812208599	0.0551800982533	0.318571982252	0.0704121028786	0.147363861131	0.1976597784
a28	0.2406453534	0.0672497217244	0.305143025181	0.0479215064228	0.197793196067	0.141247233814
a31	0.192504074607	0.153458836441	0.225476612011	0.03890162433	0.244077985996	0.145580877313
a35	0.108288566276	0.172084152014	0.189296072266	0.0651383267231	0.266933006543	0.198259876884
a18	0.0893570697587	0.126353549671	0.188691407336	0.106353052541	0.272729418301	0.216515495128
a31	0.0543902820062	0.175353282437	0.153544572781	0.0829912890334	0.262025907623	0.271694651749
a13	0.0570751988887	0.174805092379	0.166451597858	0.0901688475935	0.241837225996	0.26966202235
a39	0.0692105827629	0.108465172766	0.150404228148	0.133114911543	0.278369117628	0.26043598155
a31	0.0409123565276	0.135158320295	0.130943672772	0.0990298348696	0.253449856493	0.340505961583
a21	0.0525716804559	0.134621907442	0.109152072674	0.101828028373	0.254747755853	0.347078554061
a31	0.0732535591386	0.077732391044	0.0712582079789	0.0998449220187	0.30815081946	0.369760095154
</S>	0.0693993931393	0.061498323982	0.0721566918733	0.0562524175659	0.29675104491	0.443942118577
