 	voglio	che	Maria	viene	domani	</S>
a33	0.0271806622621	0.295786890041	0.157093262511	0.00355464064097	0.388011853533	0.128372697957
a31	0.0939069806205	0.250759857024	0.184685960602	0.0015037045999	0.339208248901	0.129935259345
a11	0.20109325308	0.174630314419	0.29650834326	0.00129304704812	0.278562572863	0.0479124757636
a31	0.233939000013	0.132029150812	0.307573215687	0.00131020630882	0.307402670282	0.0177457389026
a18	0.264734436593	0.100293656055	0.253582549821	0.00635943374482	0.367993539342	0.00703634517305
a31	0.325360193843	0.0588785246266	0.216060267198	0.00924896854302	0.387639289803	0.00281271700728
a42	0.294576458769	0.0755330911358	0.16274236833	0.0214375933228	0.431914125479	0.0137963502469
a37	0.226485693568	0.0877404546162	0.142855961899	0.0353388943039	0.48100367177	0.026575338229
a31	0.144854825588	0.0636704435954	0.205369813025	0.0522921906563	0.46547346448	0.068339287756
a20	0.079938373551	0.0693286493235	0.190475137006	0.0619797581795	0.481418780716	0.116859322852
a31	0.0560198509723	0.0923594660938	0.143784354111	0.0664303829082	0.451812412632	0.189593548289
a8	0.0445648664038	0.0823275004277	0.122965103594	0.0690202534283	0.394626143004	0.286496145961
</S>	0.0545321941548	0.066538053518	0.0942875860129	0.0590545351768	0.407552655102	0.31803498832
