 	prima	di	andare	alla	scuola	</S>
a7	0.277640657803	0.257023764618	0.137589019464	0.0897791401876	0.228131438313	0.00983596570388
a11	0.243000294532	0.198957758886	0.236180072415	0.0415823734103	0.269136695259	0.0111427942494
a43	0.25339708009	0.111379277878	0.199335009792	0.0219524263798	0.403229163837	0.0107070452501
a20	0.23785095024	0.0847405294243	0.103834625671	0.0268657609188	0.522054157414	0.0246539753466
a31	0.211241196255	0.068470115122	0.12755365111	0.0466675485051	0.50616558572	0.0399019050259
a20	0.174586197637	0.0877193282662	0.133571648172	0.055379786057	0.51082388986	0.0379191761953
a31	0.164027208941	0.0758278246284	0.131411688536	0.0508488905603	0.523822054907	0.0540623611358
a20	0.138915779722	0.0698521203868	0.122595928877	0.0514893219618	0.557062713256	0.0600841530606
a31	0.0889366699682	0.0695121603402	0.113090703119	0.0437977938917	0.598385008085	0.0862776647789
a20	0.0758754861808	0.0730669096013	0.107155804571	0.0363114760997	0.610226002362	0.097364318027
a31	0.0501683295449	0.0746051723903	0.0588206796105	0.0320769450863	0.665785756121	0.118543124042
</S>	0.0295186862959	0.0468348312669	0.0527228011063	0.0228489019291	0.679383086061	0.168691702141
