 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0376716671493	0.169994826113	0.0686503005952	0.00728631089312	0.120497473977	0.572264675089	0.0236347633529
a8	0.0833637866837	0.156148844417	0.0691391083832	0.0481818520259	0.113801943084	0.501741862416	0.0276226182874
a31	0.128479045119	0.125887500539	0.118614806999	0.0796934993552	0.089567725115	0.433485228217	0.0242722009627
a37	0.217985393629	0.113424579026	0.122457196254	0.049589988084	0.0690664590743	0.381664519546	0.0458118558013
a20	0.304363311921	0.126020718236	0.0962016961385	0.0392270108306	0.0532374166214	0.285405529386	0.0955443105104
a31	0.317944441169	0.103337902665	0.0638758934214	0.0344213496394	0.0442508579388	0.357169998478	0.0789995647383
a17	0.317657700342	0.0960209838787	0.040242896217	0.0305412087934	0.0202909816565	0.402407444315	0.0928387954136
a20	0.265255533814	0.126888764222	0.0511004905907	0.0461838155798	0.0157573608962	0.338482064613	0.156331962999
a31	0.205572292429	0.0903836133511	0.0601955436464	0.0484207187231	0.0338831888305	0.363947021708	0.197597609443
a39	0.135987011478	0.109229123957	0.0504059437907	0.0519239904851	0.0928039429441	0.290724399003	0.268925599748
a35	0.0785377304166	0.156401076186	0.0500677568419	0.0576758247986	0.161367080948	0.165277265134	0.330673285083
a39	0.0443239753168	0.160204276193	0.0554358526876	0.0579077175901	0.198412988747	0.120839103645	0.362876075981
a46	0.0295315351532	0.138611932876	0.0519593017842	0.0698888926505	0.218400070325	0.102409940615	0.389198302407
a35	0.0227657200614	0.0999082916283	0.05711516518	0.0762445309804	0.22623279004	0.105665940005	0.412067546896
a31	0.0174063665284	0.0945253966367	0.0477301575877	0.0689413963993	0.18203813195	0.123164536802	0.466194011099
</S>	0.0171047327786	0.0986952782354	0.0357764991774	0.0689457843585	0.142011110059	0.129803326501	0.507663276549
