 	non	sapeva	dove	a	stare	</S>
a20	0.125488524062	0.110436904777	0.36923184224	0.167103261993	0.084786942009	0.14295251747
a31	0.0635699523908	0.166287551048	0.40196725685	0.2022829129	0.072576550843	0.0933157704453
a37	0.11429436938	0.129669844603	0.344765252629	0.192199322783	0.0929798714193	0.126091331187
a38	0.183162550635	0.110061955869	0.286307167015	0.197612838697	0.0959952919448	0.126860191801
a31	0.187188173109	0.154189785719	0.237147716079	0.221199936726	0.0989293950883	0.101345007219
a41	0.143525187959	0.163311574384	0.1550700617	0.191647670875	0.187529970983	0.158915548326
a10	0.142244573657	0.135534210127	0.067987631732	0.115732857425	0.274496724594	0.264003993052
a20	0.130899230881	0.112074440224	0.0439549010416	0.0549686762483	0.328789691131	0.329313046663
a9	0.084638662923	0.108829643901	0.030889625749	0.0426230820094	0.39777302671	0.335245955708
</S>	0.0839744729155	0.112273267896	0.0213399718848	0.0461381651347	0.419781613455	0.316492510219
