 	io	non	ho	niente	da	mangiare	</S>
a8	0.154743535062	0.0930876481289	0.0221256997855	0.099385573068	0.135534298724	0.337479911716	0.157643330235
a31	0.0746982823708	0.131797900299	0.0324158692536	0.14828679622	0.145953749765	0.309572770483	0.157274629854
a8	0.153301664647	0.0982844806863	0.0260592107947	0.184513532958	0.149525138901	0.270250264041	0.118065725767
a20	0.253995561421	0.0787559534008	0.0226190195101	0.190070732411	0.082819971834	0.277800278857	0.0939385145891
a31	0.247061980569	0.100512539281	0.0303100894449	0.184417684323	0.054015684985	0.316756552337	0.0669254698074
a14	0.248993359093	0.173224721119	0.0238664733181	0.125169799245	0.0375713149558	0.335436381257	0.055737926524
a31	0.347890363889	0.180477066423	0.0109434371865	0.0452520005386	0.0174036166973	0.327354291437	0.0706792035155
a13	0.365164495487	0.138757034381	0.00971805130189	0.0757755889312	0.00916783441387	0.285812688846	0.115604291124
a37	0.263990795868	0.152412323496	0.0181862071309	0.139558498149	0.0163094647525	0.222359909915	0.187182798667
a10	0.185142245932	0.145479702198	0.0277885867711	0.19346754409	0.0245205211344	0.157489701527	0.266111687998
a20	0.131056940816	0.103146587978	0.0248004393988	0.293960674873	0.0201245312226	0.0888731399263	0.338037674713
a7	0.108631942707	0.0787979632058	0.0226935842114	0.345618596329	0.0197322684152	0.0556487826341	0.368876880666
a18	0.0807817180925	0.0674664354408	0.024481757189	0.341595037198	0.0573353877861	0.0494610036314	0.378878682644
a44	0.0611229113938	0.040771931632	0.0574948861573	0.310104697937	0.095568866743	0.0492168643111	0.385719865887
</S>	0.0492686095373	0.0412372598072	0.0937300516896	0.275687260601	0.0988969392335	0.0519759553366	0.389203951988
