 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.0144908786427	0.360773236285	0.0658593910013	0.250527936128	0.0311297972208	0.129643123303	0.0986009376572	0.0489747167809
a31	0.0156447294167	0.38513113683	0.0687217185452	0.217346005323	0.0310770955621	0.188177688989	0.0643783906986	0.0295232445645
a8	0.03524411819	0.310964756249	0.0682365024998	0.258227436149	0.0391614338727	0.203022047818	0.0580229586155	0.0271207493196
a31	0.0404676432568	0.306468292841	0.0514570739171	0.213417995521	0.102906367163	0.17571065914	0.0606882333589	0.0488837308646
a23	0.0798249419454	0.263411967828	0.0538206288429	0.152680329278	0.154092045758	0.166149236721	0.0644915377969	0.0655293148233
a31	0.127916578501	0.195124133242	0.0795961888825	0.133623355869	0.146801188586	0.183133985395	0.0727209447824	0.06108362721
a10	0.146545785365	0.152593898018	0.077144468349	0.126348568266	0.159244870315	0.183873875602	0.0932684697961	0.0609800690385
a31	0.182547454628	0.071942218123	0.122488680959	0.127749430531	0.155143591316	0.174381653761	0.105710080621	0.0600368969003
a24	0.197518207072	0.0347551343062	0.124977115333	0.128577801599	0.157030434848	0.1851403283	0.118618087071	0.0533828910739
a31	0.201423866698	0.0232833485619	0.121677353473	0.126369613507	0.135865889521	0.179320878715	0.146879992993	0.065179036457
a18	0.196892080472	0.0167165019456	0.118357562136	0.10541322903	0.129588927803	0.160454443283	0.180026311995	0.092550924942
a31	0.141849557299	0.0288804896425	0.117476883817	0.132080290368	0.123082364064	0.153644687244	0.183571842198	0.119413896277
a8	0.128426226285	0.0360731880594	0.123965702686	0.138638306037	0.0787030209727	0.150897751898	0.201459903466	0.141835919366
a31	0.119445993472	0.0680956045278	0.102162742477	0.138803900381	0.0677047627222	0.150610529909	0.186576165555	0.166600311642
a29	0.108320706289	0.0777755937786	0.0900279366623	0.16456813324	0.0777889844921	0.144337340568	0.161084660052	0.176096654394
a31	0.1051375265	0.0871184484712	0.0582586533063	0.166281455157	0.089894782998	0.141603302682	0.162825799851	0.188880036518
a21	0.0954871855157	0.0915571240349	0.0446840550526	0.110103450935	0.0976976278987	0.144531255386	0.199831745117	0.216107562726
a31	0.125005090855	0.106006554553	0.0362274691182	0.0727452895303	0.0890520115049	0.141690447336	0.203581565966	0.225691567529
a38	0.13524755278	0.113101057713	0.0331845496662	0.0513234769674	0.0519573967813	0.140246112493	0.190826825249	0.284113017783
a10	0.18288130344	0.0533984111307	0.0296546809055	0.0476707096498	0.0388500531181	0.0860774357517	0.23961579715	0.321851615154
a39	0.189265865366	0.0316447483432	0.0326185874303	0.0539939601986	0.0349336820254	0.0739144836172	0.282343826783	0.301284851645
a8	0.149194368942	0.0344717344759	0.0294307187946	0.0458859344082	0.0279972430811	0.0705561991191	0.295334991594	0.347128800855
