 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0323243845199	0.167093102697	0.0591048684873	0.00427951098345	0.046684438063	0.00518054293501	0.106761908248	0.016625405707	0.0341465480587	0.355362830827	0.0411895598041	0.0998723651366	0.031374529286
a24	0.0351520495621	0.134766896325	0.0674636482834	0.0105400729753	0.058517130047	0.00517735456812	0.0809236040615	0.026119354148	0.0194202988858	0.390341371023	0.0351422217164	0.0696188042185	0.0668171948892
a28	0.0664888714557	0.0648257674044	0.0807277405274	0.0186245751327	0.0383015539406	0.00392287179524	0.0479166003472	0.0230616145251	0.0526905397686	0.386808005143	0.0359910710737	0.0698067665444	0.110834024138
a39	0.111148696509	0.0365488723618	0.0578436130074	0.0189978526446	0.0533300333377	0.00229367551393	0.0503088370589	0.0146803232076	0.0870660789739	0.347586205027	0.0307518070791	0.0592549358181	0.130189059769
a17	0.159343999513	0.0337713776468	0.0461203969177	0.0162970155245	0.0956706306852	0.00267889173343	0.0647211195142	0.014567479545	0.0832108682304	0.27906263257	0.03056795943	0.0460898476033	0.12789777607
a31	0.206558811599	0.0371955480201	0.0648241147808	0.0244545993007	0.0998514300371	0.0131785726441	0.0718991733864	0.0131392527131	0.0555981649861	0.231867900727	0.0425914456037	0.0455773627115	0.0932636481169
a20	0.225788254706	0.0283798757915	0.0931371271583	0.0300543984494	0.100324279108	0.0195424157788	0.0843914396173	0.0137705687642	0.0258155953135	0.185026714832	0.0461170926489	0.0504325968585	0.0972196636279
a31	0.210320666847	0.0149874683172	0.0762234678314	0.0448643123785	0.0901198034207	0.016490300272	0.0857284484681	0.0227363646004	0.0161303485323	0.214305515148	0.0492462024436	0.0614058707971	0.0974412278423
a17	0.192186435394	0.015414783185	0.0453315337958	0.0518879911348	0.0879402452116	0.0212212305809	0.109113468012	0.0233851709725	0.0121200699294	0.192087313489	0.0503279722765	0.101132314628	0.0978514587341
a8	0.184897048915	0.0297383319616	0.0649321088533	0.0329740909116	0.0881765401519	0.030358453621	0.141474760159	0.0185498481034	0.0119340054813	0.0810222663035	0.0454904227945	0.131666556734	0.138785566295
a31	0.150463646184	0.0440197486778	0.129177452446	0.0398799898232	0.0693347638946	0.033669212263	0.148697910473	0.0303749685668	0.00955989956202	0.0816441345169	0.0471723906122	0.101298690277	0.114707195878
a8	0.126843090799	0.0500687042721	0.131291153167	0.0451279669671	0.0640026024702	0.036628116123	0.150730424048	0.0362969269407	0.0146486831161	0.0867684272627	0.0607189384253	0.085979100114	0.110895845682
a24	0.120536968939	0.0925690492304	0.0995537762857	0.028358140953	0.0447083623747	0.0417179974971	0.158841704617	0.0297891016699	0.0172136305208	0.0546972628933	0.0605616299054	0.105387099996	0.146065247476
a31	0.0820649512327	0.0999885856316	0.144871715892	0.0282244309083	0.0448601276536	0.0397982341339	0.162938427594	0.033807420967	0.00822027863666	0.101709295275	0.0440890672364	0.0804485583326	0.128978903531
a20	0.0894605569054	0.0660065358602	0.149759775645	0.0323336296934	0.0620215012665	0.0327317552134	0.137557143402	0.0347563974803	0.00966442127275	0.114432808964	0.0472303634241	0.0750020349745	0.14904308912
a31	0.109676279487	0.0818951244669	0.118320290136	0.0327548245951	0.0540921870082	0.034505221267	0.125225815479	0.0349367436048	0.0107242648572	0.105102132094	0.0526957006109	0.0761531439746	0.163918282053
a41	0.120375731101	0.103471074828	0.106683383655	0.0310954351917	0.0481703885881	0.0414326470822	0.125185201127	0.0304595110916	0.0141616209456	0.095064788282	0.0501168765993	0.0731893756646	0.160593971576
a31	0.122716384751	0.114172887702	0.0906115612364	0.0323431804286	0.04819741898	0.0515832877052	0.121694177321	0.0302307117849	0.0168451530551	0.0911994093647	0.0488521770128	0.0742778555895	0.157275784536
a13	0.11556296827	0.133613637187	0.0831096367128	0.0376828263935	0.0366083018293	0.0523471394839	0.113687934534	0.03145635031	0.0206794901837	0.0893023516136	0.0454505192979	0.0715353938225	0.168963433132
a37	0.130224785797	0.166201231667	0.069096190867	0.0340864328772	0.0216084322584	0.0381316997017	0.087685636404	0.0244558077387	0.0369562349614	0.0372811438039	0.0396883226682	0.0823127090437	0.232271368809
a8	0.133625323185	0.170654844166	0.0764663979434	0.0286481452024	0.0153983564035	0.0331313541359	0.06375801803	0.0227331092022	0.0416040167022	0.0191032227136	0.0366111646233	0.0912652903861	0.267000746928
a39	0.129041880427	0.162410514222	0.0840618827037	0.0267842793988	0.0142738494032	0.025003986512	0.041425583204	0.0191987243321	0.0325826862336	0.0142857832829	0.0353243220654	0.112186770154	0.303419710263
a20	0.131898491445	0.178134221034	0.0675229411103	0.0271411811248	0.0102660799077	0.01290851054	0.0286540645827	0.0180286552087	0.0233124057969	0.0180715426738	0.0325284415766	0.118251517973	0.333281943164
a24	0.149281125688	0.184087997098	0.0591104595647	0.0253695652826	0.00840070050057	0.00905059947133	0.0251689759862	0.0192678360262	0.0152965448062	0.0217737732649	0.0354461350325	0.115184621259	0.332561690576
a18	0.162160017329	0.178645211586	0.0627484608049	0.0237488200236	0.00864306922486	0.00905782861911	0.0235211107014	0.0215648854587	0.00949895577687	0.0220526885448	0.0370202630593	0.113013139536	0.328325573516
a23	0.15898776727	0.167713250529	0.0777962648257	0.0227105222247	0.0114622137616	0.0116063614597	0.0266371963925	0.0215076031729	0.00819661040982	0.0227930237529	0.0300232750497	0.111098070667	0.329467864773
a24	0.159259552023	0.172853396756	0.0771167579819	0.0195408242096	0.0118420607839	0.0122858821566	0.0313346741235	0.0191761279843	0.00909073489347	0.0218505622889	0.0253646008466	0.115117964309	0.325166883494
a31	0.140857526472	0.1696963943	0.0984007950058	0.0191305535772	0.012364346622	0.0153306692744	0.0399554488272	0.0167157751404	0.0145778585037	0.0672510239202	0.0244902753453	0.0895419047324	0.291687454641
a20	0.128578919505	0.166186633447	0.0984614206279	0.0206973459251	0.0166876315178	0.0167805269654	0.0368435316049	0.0162595376817	0.0236041867231	0.0813590413397	0.0265948324585	0.0754410055095	0.292505400795
a3	0.141202901824	0.200662620394	0.049979044131	0.0260696368584	0.0214625979631	0.0206020696233	0.0242768842754	0.0163571073966	0.0214795073186	0.033901348629	0.0249050387404	0.0884624338632	0.330638800983
a31	0.117887382911	0.201800159425	0.0673167874927	0.0345694086488	0.027977016305	0.0281046532575	0.0345758956698	0.0187652797489	0.0220273422357	0.0673476361794	0.021879141759	0.0657488477971	0.292000452548
a13	0.0983186696739	0.197393839054	0.0775849615166	0.0394579560323	0.0324097234563	0.0316586621292	0.0413185432925	0.0246064131283	0.023518251745	0.0796919676175	0.022937127663	0.053808050275	0.277295847883
a31	0.101964486324	0.191089576585	0.0593800402195	0.0440880734752	0.0356056894401	0.0340940675365	0.0334758731581	0.0234944383923	0.0203342287637	0.0733500809415	0.0232953122606	0.0549433715583	0.304884766941
a3	0.0997601343719	0.200889381299	0.049993543005	0.0463529315608	0.0364576595439	0.0343796987161	0.0300091870176	0.0190345950984	0.017984815552	0.0708218531895	0.0198448676085	0.0587972370661	0.315674104207
a20	0.0961792411257	0.245669640126	0.0290091583584	0.0499687763676	0.0337900699118	0.0389270302838	0.0257558957707	0.0171210009116	0.0109566329943	0.0284290313515	0.0142825921695	0.0716166202154	0.338294321202
