 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.053232989562	0.230753315868	0.0602840142968	0.0880511693375	0.140509008862	0.166979590598	0.185519787009	0.0746701105327
a31	0.0480905208829	0.183751114236	0.0794551487393	0.0598148654026	0.204177894697	0.194178703042	0.196339603399	0.0341921479929
a20	0.0650097829434	0.181067132662	0.133106369725	0.0820675858767	0.15780581756	0.173580257074	0.185098539369	0.0222645058285
a31	0.080062658524	0.181148545522	0.166545979048	0.0840861132799	0.128039196083	0.164652636969	0.176994258684	0.0184706027761
a37	0.13100431904	0.138469683183	0.172745929838	0.0484684375433	0.139214644962	0.167593563722	0.183460514888	0.0190429100321
a14	0.198510458951	0.0809056290982	0.185176925233	0.0322867496316	0.131318072147	0.161094655234	0.191052132829	0.0196553873013
a10	0.211491769385	0.0543513522092	0.188008002266	0.0369916710079	0.112021146512	0.175042868112	0.198941406073	0.0231517898773
a31	0.198538441085	0.0471362997741	0.190119915165	0.0415818315724	0.0741550894438	0.172857120433	0.247732959981	0.0278783371121
a37	0.144932815349	0.0608607106899	0.157490519515	0.0611971813767	0.0518297104277	0.187915657029	0.274299499731	0.0614739099588
a10	0.0878553383017	0.0790614457633	0.132163763937	0.0722288714473	0.0434639844599	0.191462623076	0.28413485933	0.109629116742
a14	0.0697635287052	0.0977205958393	0.137928103466	0.0475191827346	0.0308059715973	0.139516351825	0.333436398923	0.143309867801
a0	0.0541633967911	0.12473050937	0.128768447575	0.0353533591201	0.0255639571024	0.0919328927483	0.355821651394	0.183665789049
a20	0.0383855235584	0.151251232973	0.115490059152	0.0315688833463	0.0250916989534	0.0652224845428	0.343439825298	0.229550281913
a33	0.0334830865301	0.167698781391	0.103424725494	0.0300382435591	0.0237609153821	0.0526182435843	0.308111261613	0.280864724431
a20	0.075719828424	0.185619005084	0.092265371314	0.0297925217032	0.0228067432958	0.0440242550568	0.244924060662	0.304848212584
a31	0.10527637227	0.181772573605	0.074681229504	0.0755339509087	0.0316398365644	0.0359564647509	0.180292014898	0.314847561028
a0	0.140656090228	0.166521193388	0.0616059567867	0.0871695179469	0.0314311194521	0.0261101114113	0.177250377266	0.309255632363
a41	0.171265467389	0.179961788131	0.0492221301372	0.0400818845224	0.0181715085304	0.0169125464414	0.225913350489	0.298471336614
a31	0.141061652501	0.18261937567	0.052751980826	0.0411688265807	0.01984761729	0.0127324001638	0.22556297887	0.324255171271
a37	0.144638761731	0.173835937976	0.0546160503228	0.0420233567043	0.0203657681843	0.0120036689182	0.21567164573	0.33684478969
a31	0.159453410235	0.148610217323	0.0473507355115	0.0280338234644	0.0141542001311	0.009666325847	0.221628113677	0.37110315405
a18	0.144658436639	0.133847476358	0.0434267589353	0.0226760182278	0.0121924134495	0.0106595706538	0.237428671992	0.395110647237
a8	0.107763854973	0.153655994882	0.0295128680092	0.0161271867815	0.0109102337229	0.0123303555685	0.290569696331	0.379129817279
a20	0.0651644712601	0.157753498608	0.0208326935726	0.0138201717929	0.0112585029916	0.0124093802393	0.32128124571	0.39748005176
</S>	0.0492625487009	0.149798172541	0.015774011321	0.014202138815	0.0127085613001	0.0130743665696	0.327816724655	0.41736349218
