 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.194277908943	0.192668619007	0.00459852184699	0.104506933504	0.0126705729874	0.109779021062	0.216954279602	0.0811982827878	0.0833458574313
a15	0.142233794364	0.178893598269	0.0206574837426	0.228978125631	0.0188281857945	0.0666201193703	0.250366640678	0.0614575740328	0.0319644684833
a31	0.0588969856465	0.178193227429	0.0296608832513	0.334500215992	0.0487009015683	0.0658794830138	0.195390426519	0.0741317868001	0.0146460858808
a21	0.0288753032271	0.207056899629	0.015207206808	0.31673831127	0.102903320577	0.0911150742596	0.168612360322	0.0591556612344	0.0103358561128
a31	0.0184603719384	0.219348167048	0.00525047143702	0.245155824321	0.160148634818	0.0875458330999	0.173811794897	0.0817189698833	0.00855991639399
a8	0.0391785388355	0.156953306647	0.00514199168501	0.159113129141	0.180346166988	0.0644932809258	0.198357661946	0.186864464788	0.00955144373292
a31	0.139690580218	0.071512659654	0.00530858117346	0.0738503181039	0.124287858846	0.0459388489664	0.195589248562	0.334396018469	0.00942586918964
a20	0.186023989647	0.0449049353737	0.00911643129747	0.033951784255	0.0644582106102	0.03306730472	0.13311276618	0.475739834363	0.0196247401612
a39	0.118365105325	0.0430587685293	0.0257226228303	0.0209762819782	0.040285228622	0.0411147902003	0.0837473422849	0.587829093454	0.0389007808137
a20	0.0845487938795	0.0344086137122	0.0289194318307	0.0119632233539	0.0175209406438	0.0411956288502	0.065118066826	0.661690643818	0.0546346693472
a46	0.0691570411353	0.0245457510982	0.02213981111	0.00867318781495	0.00980445231249	0.0324885670193	0.0586690208588	0.695248217273	0.0792739564157
a31	0.109941316789	0.0366768874983	0.0224577309423	0.00969641625998	0.0112928438037	0.0182874550998	0.0723318605611	0.645721763491	0.0735937388586
a39	0.12551579908	0.0506334341427	0.0348604921741	0.0115112858367	0.0131296261206	0.0186598042295	0.0734904334749	0.60019442023	0.0720047341062
a31	0.0982620974437	0.0533434185862	0.0347998286831	0.0117110307063	0.0128254604267	0.0189425987707	0.101970318485	0.571233954077	0.0969113082721
a20	0.0818960575987	0.0486771299592	0.0345958488396	0.0109516651973	0.0112036961681	0.01315451213	0.106675321462	0.527713493359	0.165132273181
a31	0.068150067002	0.0562298985086	0.0355744796972	0.00978529865398	0.0087565187702	0.00999978929071	0.112268769331	0.464406252053	0.234828923692
a46	0.0595457049807	0.0578587903597	0.0392083892641	0.00887336586716	0.00795407102229	0.00584275467105	0.110270863321	0.436086852218	0.274359201129
a31	0.0494695600545	0.0671023928927	0.0408188613504	0.00826741155079	0.00752451512487	0.00387959815722	0.105835105608	0.427182847339	0.289919707366
a46	0.0454725316405	0.0745550263702	0.042531280995	0.00748657637774	0.00759976207386	0.0021018482304	0.100825151715	0.413692633046	0.305735195178
</S>	0.0254257071864	0.0576907317096	0.0577920692794	0.00734239786002	0.00725841082134	0.00178424246485	0.061929156401	0.442685084423	0.338092202989
