 	qui	dentro	vuole	un	tappeto	</S>
a31	0.0466513442883	0.258816521326	0.143133235234	0.162537508382	0.173381154001	0.215480223081
a18	0.053174705047	0.153334429857	0.181473654295	0.163644465465	0.261006103002	0.187366637471
a10	0.141626200148	0.14329669957	0.108214107845	0.113305963306	0.310769030124	0.182788008091
a31	0.180727453696	0.105339143542	0.0625859855268	0.147295063371	0.324057464026	0.179994890915
a14	0.164049820031	0.119728250554	0.0963571137667	0.14507782114	0.330895846889	0.143891148067
a31	0.125667741638	0.166458610151	0.103296545149	0.192779465602	0.315977111497	0.0958205501108
a39	0.100266681432	0.213522936849	0.0702387041529	0.262924035548	0.272209744694	0.0808379138759
a31	0.0936303560827	0.249508962928	0.0451559919546	0.302681359276	0.234691202685	0.0743321278636
a39	0.105193623058	0.253484399144	0.0474648249296	0.300383604545	0.193862065565	0.0996114935832
a33	0.130963462253	0.231537811993	0.0776632558862	0.208664200182	0.181096335688	0.170074956905
a31	0.0966269183619	0.25842922522	0.0586870199258	0.190957397394	0.169199006842	0.226100450488
</S>	0.0854062216449	0.297257037502	0.0320779236786	0.188037066197	0.144079867499	0.253141891934
