 	vengono	vestiti	dai	genitori	</S>
a31	0.00465463644501	0.0349548381255	0.8623125846	0.0974082317393	0.000669694950085
a46	0.0187458575287	0.0194542898731	0.8618625562	0.0990881041336	0.000849187412795
a18	0.0504201642009	0.0218792514536	0.7651679014	0.160125725672	0.00240697523644
a31	0.0452441880647	0.0160512433445	0.817545022467	0.118703100053	0.00245645161785
a11	0.0476150865131	0.0564887143248	0.791973935689	0.101884025196	0.00203823865456
a31	0.0498576865682	0.0783507463183	0.748933704096	0.119598963368	0.00325891202632
a39	0.048117741556	0.0729448932034	0.708375342099	0.159422776519	0.0111392506742
a31	0.0451154149649	0.113486170465	0.625893636566	0.17143157352	0.0440732053743
a35	0.0364512924032	0.125468990783	0.559323098655	0.218820898747	0.0599357205012
a31	0.0339486883235	0.165603873612	0.494318692885	0.245787931489	0.0603408104344
a18	0.0437638668525	0.185914964717	0.422205760135	0.289443993983	0.0586714142208
a0	0.0615638347432	0.15089293111	0.340157222885	0.397877375461	0.0495086482069
a31	0.0389269690048	0.168813869829	0.377344680095	0.2969354425	0.117979063661
a37	0.0948530870323	0.15497357833	0.291222174938	0.29247765558	0.166473525352
a20	0.174573092715	0.0930050611664	0.195685272126	0.40865108806	0.128085483371
a31	0.132689866508	0.0713289081986	0.277570890535	0.33155380082	0.186856527744
a41	0.138101236095	0.0679170087949	0.259580080343	0.304689066473	0.229712616935
a20	0.198477327963	0.0506359588036	0.15947148596	0.383060535224	0.208354696445
a31	0.147693373896	0.0470991934836	0.190150279373	0.322389011375	0.292668130015
a20	0.147498352436	0.0551143291202	0.174554687855	0.309786423625	0.313046209738
a39	0.206232536946	0.0440805911182	0.11417739829	0.374275344475	0.261234122913
a46	0.199669861969	0.0517648889969	0.100679595044	0.395541584425	0.252344036771
a41	0.183566069912	0.0545174872325	0.0862727759699	0.407573848942	0.26806979819
</S>	0.177996982615	0.0389387512285	0.083691543786	0.410273292371	0.289099419595
