 	deve	essere	bianco	</S>
a31	0.230357346092	0.363226391069	0.38196724968	0.0244490304962
a11	0.288830200361	0.311426298071	0.384178643663	0.015564860905
a31	0.334436712461	0.273746194579	0.379830433711	0.0119866714327
a37	0.329364358944	0.31425297694	0.349860096447	0.00652257843297
a31	0.280927020859	0.375805251941	0.338859903702	0.00440782963176
a37	0.249748570634	0.407922774193	0.338423722459	0.00390494346399
a31	0.237447081372	0.420885745061	0.337639755924	0.00402744985426
a20	0.227098184003	0.353978619972	0.376916759831	0.0420064778057
a31	0.212169441823	0.323394366603	0.39945031903	0.0649859034246
a0	0.147750327743	0.28995093493	0.45442653743	0.107872222924
a31	0.0878474532759	0.246840115333	0.492311322477	0.173001123428
a20	0.080483186316	0.258798044085	0.446732198159	0.213986584736
a18	0.10707343095	0.233185931131	0.420894354053	0.238846296067
</S>	0.119491353073	0.214208321519	0.437705539027	0.228594797676
