 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.125731723296	0.153726989915	0.145075070356	0.0410323911098	0.09199066511	0.235442185357	0.00646942593211	0.169558694851	0.0309728271675
a31	0.18915482922	0.0653281457125	0.153166530715	0.0424176241102	0.0350617628088	0.361414146756	0.00528792263703	0.136789595536	0.0113794272435
a46	0.184441939306	0.0566154973354	0.115682539661	0.0356722162245	0.0160501760191	0.423093725168	0.00639080760913	0.156926936068	0.00512616308074
a31	0.11818138655	0.0690097399845	0.0863287146166	0.0354215553636	0.0256212477035	0.484009623359	0.0195009249875	0.158824311645	0.00310250677287
a24	0.0602833296554	0.0507168093821	0.0582725360607	0.0363079908812	0.0530695864343	0.526139777163	0.0217961218433	0.190445534165	0.00296831524005
a31	0.0392631536455	0.0856336442386	0.0933641280997	0.023008573934	0.051489181142	0.488042959277	0.0121621719379	0.204398036543	0.00263814759367
a37	0.018122229094	0.100227014808	0.100978718668	0.0509271394077	0.0393756362313	0.416318781128	0.0098274244177	0.261262961776	0.0029601178161
a31	0.0432646265333	0.0706349183191	0.0763194383263	0.0683034495423	0.0338498132057	0.384878425684	0.0265300601322	0.291960371785	0.00425891668365
a18	0.0901467135665	0.0511652311292	0.0678663647179	0.0476359064548	0.0274991059039	0.378959560183	0.0307697348492	0.29765977921	0.00829762101474
a31	0.132224633584	0.0290789224488	0.0392222893335	0.044256267553	0.0274064640284	0.366337682995	0.0279634024873	0.320109723783	0.0134006397413
a41	0.127937338621	0.0277479916307	0.028391671213	0.040212141087	0.0223039012873	0.360170642459	0.0279201885234	0.348143965991	0.017172178708
a31	0.0710549864839	0.0472556913934	0.031158358675	0.0506673443414	0.0310997295265	0.317532241855	0.0223720502774	0.398380107244	0.0304795117279
a21	0.0375565763848	0.068305995459	0.0318169097423	0.054351974233	0.0322792813907	0.254069390807	0.0196402058225	0.451456341432	0.0505233327249
a31	0.0240186251533	0.0734266632325	0.0269871382766	0.063881646698	0.0375119940486	0.226451948845	0.0124793721126	0.45512894887	0.080113657989
a14	0.0155840426495	0.0859504335357	0.0265742173787	0.0720770901111	0.0456440552648	0.190853813575	0.0105318524873	0.46317755629	0.0896069333168
a31	0.013284728383	0.0900809414457	0.0207159468073	0.0591631038679	0.0429082754508	0.175052099458	0.00906910326177	0.457898392647	0.131827406485
a24	0.0123040767875	0.0948454201731	0.0189285234498	0.0514971852195	0.0399000349645	0.18818180907	0.00953098856192	0.437396518006	0.147415459498
a31	0.0146992565425	0.0989266114064	0.0194062533416	0.0502622074379	0.0444791751283	0.171159847378	0.0127372796585	0.419204388275	0.169124997296
a10	0.0299206431382	0.0994025853955	0.0222332578304	0.0513761112522	0.0428163742857	0.124493457531	0.016983695586	0.367796060252	0.244977825142
a7	0.0874338855367	0.131514948385	0.0215675798737	0.0360783499367	0.0276407144627	0.104428224559	0.0141554175387	0.327704431551	0.249476454361
a20	0.105050568166	0.149270860333	0.0213730119532	0.0311201010569	0.0226110740899	0.075398738857	0.0127637815296	0.333206148184	0.249205707234
a31	0.065946057962	0.128424510775	0.0222419404129	0.0333247040789	0.0329318417993	0.055818827135	0.026343508243	0.340170941861	0.294797661278
a8	0.0610053535053	0.106471530752	0.0218795682773	0.0303216317091	0.0372634202765	0.0496941718718	0.0305602770341	0.307089232154	0.355714808793
a31	0.0611051494664	0.113752961495	0.0253384501439	0.027669186859	0.0282762153215	0.0501873963854	0.0226867070084	0.288319197318	0.382664723298
a33	0.0618989743521	0.0907972904434	0.023531247847	0.0255423838562	0.0239925674714	0.0396912656606	0.0202291778931	0.309102414306	0.405214663473
a7	0.0817240695087	0.0709276789709	0.0179189074667	0.0199926441462	0.0257444393122	0.0481678452107	0.0303377333577	0.277823798102	0.427362880998
a31	0.0728720039976	0.0829787236303	0.0255303491341	0.0311511665866	0.0412892319058	0.0558291433606	0.0444452940792	0.235647039901	0.410257053999
a23	0.0681498064527	0.0665973363968	0.0243007425764	0.0331170260334	0.0412328494334	0.0453291932276	0.0352186074364	0.271673824834	0.414380615186
</S>	0.0807970508267	0.0543498872515	0.0183828016261	0.0245468158729	0.0306827300584	0.0449235695229	0.0243710533032	0.287051781417	0.434894312073
