 	le	ragazze	vogliono	guardate	</S>
a10	0.126226858948	0.0457073255635	0.12178245425	0.527869759704	0.178413608824
a20	0.0861627148144	0.0731522526317	0.146441938427	0.497863969901	0.196379123465
a31	0.0781494410878	0.0678616132359	0.178622176636	0.472160340234	0.203206433188
a20	0.0932549816097	0.0453355515479	0.172887720938	0.447909320811	0.240612430163
a11	0.0850441109998	0.0250126684188	0.154180004867	0.449126979897	0.286636241134
a31	0.0617215507621	0.010450060829	0.187364533606	0.470737610326	0.269726250499
a0	0.0567954442092	0.0442288243616	0.194250649832	0.446729006175	0.25799606902
a31	0.0395075945003	0.056514342416	0.221882642356	0.410729480525	0.271365918793
a39	0.0336753819884	0.0766205489761	0.212837491755	0.412302284442	0.264564280798
a18	0.0323609174887	0.104206067771	0.150626536511	0.424598797281	0.288207686199
a31	0.0183810533301	0.0587728337672	0.15667846964	0.367549442227	0.398618203466
a8	0.0268960797091	0.077958825713	0.138547004489	0.291415798676	0.465182286622
a31	0.0307189002047	0.0886247850091	0.11909844267	0.291268700825	0.470289163941
a46	0.0338144412797	0.105500006035	0.113958013738	0.276808911582	0.4699186286
a18	0.0524585244223	0.152410916555	0.0665033364457	0.253482509761	0.475144713487
a35	0.0472320825406	0.137369489421	0.0410617720812	0.232626746224	0.541709897829
a31	0.0351549993758	0.0956339714061	0.0612506979794	0.203964312785	0.603995999276
a39	0.0338657550102	0.113212366576	0.0662644675454	0.198960704422	0.587696696792
a8	0.0432973412436	0.155856651127	0.0371753151878	0.201047047064	0.562623646631
a23	0.0385754066693	0.124648688316	0.0256324976273	0.191568340637	0.61957506821
</S>	0.0279747170295	0.10189569231	0.0237828073176	0.194888514098	0.651458268105
