 	io	voglio	che	Maria	venga	qui	</S>
a31	0.219667695665	0.135073002484	0.0595870225371	0.09558581896	0.197786574597	0.288902777291	0.00339712709403
a39	0.22088885043	0.185571922395	0.108794672699	0.120464098454	0.127090153975	0.234833949649	0.00235638331698
a31	0.232277288437	0.160388955751	0.156576930449	0.126669798314	0.108073828187	0.214031357309	0.00198186698173
a37	0.243684384461	0.161811896837	0.179823321552	0.1261227907	0.0792662195174	0.205389840927	0.00390155106539
a31	0.33306104639	0.143759704839	0.128279360225	0.121741440658	0.0439156629783	0.224179741398	0.00506302274734
a11	0.408000721178	0.109268226721	0.0741618887104	0.139471931478	0.0307819572702	0.232538271893	0.00577699158301
a20	0.337303475047	0.0802653972396	0.0489981781771	0.160079678822	0.151523687173	0.204195774701	0.0176338157016
a4	0.290543390418	0.0463885070728	0.031353584333	0.130984368921	0.256173888311	0.20465270314	0.0399035604025
a24	0.270911095774	0.0530155833503	0.0494601009108	0.113097000927	0.216322117944	0.241442904172	0.0557512064928
a31	0.275948680985	0.0476173825311	0.0504543172686	0.088610231629	0.137435116008	0.314603257983	0.0853310266055
a11	0.2680888031	0.0437391450747	0.0494126358718	0.0734829002097	0.109602161383	0.338326275765	0.117348081939
a24	0.166752900544	0.0716942966149	0.063194825631	0.0923564452499	0.127651232754	0.349517461748	0.128832836162
a31	0.122273642983	0.0725418810974	0.0553623531676	0.0765820884766	0.0929211682953	0.401570492305	0.178748372159
a46	0.0987399803616	0.0809041516929	0.0646464130424	0.0610284718222	0.0734573509064	0.401794245502	0.219429403586
a8	0.0601080771393	0.0842068475731	0.0719240418816	0.0529667908964	0.0622766844561	0.415007023167	0.253510572395
</S>	0.05084331605	0.0684236924878	0.0633121437472	0.0401792288067	0.042881296113	0.442944984383	0.291415377798
