 	possono	essere	ancora	svegli	</S>
a31	0.397587273804	0.168151940874	0.25633074225	0.172525029958	0.0054050236767
a20	0.446401503681	0.0749888408363	0.194141434543	0.2188965501	0.065571692021
a23	0.36033644068	0.0451948019782	0.119289056638	0.337580993041	0.137598737131
a31	0.371508688283	0.0530223957298	0.169401640901	0.303580930213	0.102486363046
a20	0.477158558504	0.0490317560803	0.182504901653	0.221054369545	0.0702504281167
a11	0.488506801339	0.0376170193788	0.162695240352	0.217178603528	0.0940023455349
a20	0.421213810732	0.0340906856123	0.179862865583	0.234643251263	0.130189395891
a31	0.379738385871	0.0586747981818	0.213335416714	0.205475043491	0.142776368517
a37	0.288486358548	0.0812557982459	0.242268473051	0.262747695167	0.125241687126
a31	0.222709636676	0.0945547654336	0.22610933159	0.301745896856	0.154880369222
a11	0.200826595161	0.113203129129	0.199276258823	0.327936501123	0.15875751585
a46	0.0986601819022	0.117219634599	0.219577097501	0.448497754078	0.116045337706
a31	0.104236261944	0.113631748814	0.176052958847	0.416133469126	0.189945557902
a46	0.102870311537	0.143186891816	0.122863266656	0.410770488009	0.220309048681
a31	0.0951510587759	0.149707247865	0.100707439939	0.42877725627	0.225657028274
a20	0.0894698672421	0.181806322788	0.0669856828463	0.39804061117	0.263697554358
a28	0.0315721080622	0.260010292252	0.0690315349034	0.39788031967	0.241505768746
</S>	0.0173140477041	0.27844450345	0.0718323910837	0.387772102135	0.244636969913
