 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.140844492297	0.0592854784022	0.115059352608	0.0422493324525	0.00438092942631	0.0198413836438	0.0144942368931	0.0229658199442	0.0204864805747	0.00356640545657	0.185247705116	0.0280474186495	0.0981689326921	0.0251373729543	0.113229216381	0.101545506111	0.00544997246125
a29	0.145729241109	0.0666685287085	0.0536762666573	0.0475237140722	0.0071572555749	0.0237229021453	0.0222433931652	0.00887578802544	0.00735658270291	0.0450867152349	0.159568167564	0.0348974630122	0.128962400445	0.0263024774806	0.0709377745594	0.141971076033	0.00932028651001
a35	0.102595409164	0.109518307374	0.0250971176531	0.0395906873621	0.0095638866223	0.0403566740278	0.036568248158	0.00422481538245	0.00330478073733	0.0599443434599	0.115281426691	0.0547319636097	0.122462625391	0.0356445769909	0.0394889112143	0.185703344171	0.0159229049445
a31	0.0634821747204	0.139108902415	0.0388658885236	0.0669842764417	0.00836910950436	0.0474579555225	0.0370984667161	0.00341520579085	0.00186532592576	0.0218916854644	0.094309023625	0.0653751192304	0.0802176721077	0.0541582756263	0.0842880581801	0.179689062237	0.0134238029
a39	0.0767699140907	0.126950383479	0.0418889072917	0.0786587589476	0.0109331567494	0.0551032015984	0.0331326212469	0.00565652674438	0.00237261068801	0.0652060416427	0.0713060447136	0.0381773332482	0.0365095927996	0.0573528628548	0.11129303773	0.171583017255	0.0171059851953
a29	0.132829731111	0.0707312823334	0.0466438770672	0.0983391264185	0.0150061819307	0.065813276518	0.0316713573123	0.00709049476715	0.00462759930076	0.0968392480706	0.0287885353335	0.0199333754635	0.0238791811619	0.0507028094173	0.0930302568185	0.189598239175	0.0244754511602
a11	0.177372806061	0.0297178746324	0.0627148194071	0.117429352108	0.0188858141116	0.0555479903775	0.0246031813434	0.00794980991453	0.00616473097606	0.0855660394626	0.0181400901556	0.0149849932899	0.0233361477599	0.0425373029931	0.0855396695194	0.204900793144	0.0246086001961
a24	0.196624871182	0.0150530296381	0.065797644166	0.0852170209565	0.0252237724745	0.0612828959634	0.0427305990857	0.0190609584125	0.0120734837214	0.0774400836697	0.0262078172272	0.0109356678613	0.0266925235528	0.0301647661425	0.0635191036191	0.212684883483	0.0292908833026
a31	0.20173505737	0.00959781196093	0.164813475084	0.054945449425	0.0199032132751	0.0479605636447	0.041812620607	0.0252599243847	0.0157809968379	0.0412660579095	0.0379206032629	0.00605376726308	0.0219759152439	0.0184296109455	0.0668651829525	0.200995412543	0.024684350637
a28	0.17991773503	0.0286279246887	0.172569386351	0.0532871088958	0.025710534208	0.0326970728755	0.0439321548243	0.0345356238329	0.0200184389976	0.0219419859997	0.0494621146144	0.0078415436428	0.0174589367279	0.0163498719655	0.069313791282	0.2040499166	0.0222858688056
