 	che	vende	buon	pane	</S>
a17	0.27976515937	0.15036642812	0.0975713672382	0.308869225176	0.163427818533
a31	0.154071501738	0.239262638449	0.203234726401	0.254151753281	0.149279371308
a11	0.134876742732	0.288030611849	0.219591382347	0.224814546156	0.132686704692
a39	0.203198152519	0.303048588454	0.111248422011	0.197445883887	0.185058949693
a35	0.255959501758	0.268853698343	0.0591883021706	0.157052890182	0.258945599795
a39	0.282841387308	0.264277043596	0.0409064471962	0.108362913024	0.303612199462
a31	0.257152014018	0.244209293288	0.0485742681012	0.156434250398	0.293630171199
a24	0.199819985603	0.205925094895	0.070071424298	0.209570245809	0.314613238688
a18	0.121676419896	0.201040146903	0.0830730757264	0.192300871746	0.401909460469
a31	0.109465069165	0.230883015879	0.0797360680371	0.188955064805	0.390960758776
a13	0.108134776482	0.205000642145	0.0994111726852	0.225834020238	0.361619381602
a31	0.0641132785734	0.171830855492	0.0953632238929	0.291924033226	0.376768601631
a46	0.0548945289944	0.161057625013	0.0841196695888	0.323705682098	0.376222493059
a8	0.0514148667636	0.119908354317	0.0974923740448	0.334189443054	0.396994969128
</S>	0.0422743377031	0.115936385241	0.0949914083211	0.340560378124	0.406237500354
