 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.268985568564	0.178747751328	0.00700775155173	0.0236920969625	0.38323335699	0.119795540648	0.0185379525654
a31	0.223024912353	0.0898019719028	0.019546680696	0.0681363923982	0.42981196831	0.150703244264	0.0189748511336
a8	0.210741039174	0.056165724137	0.0219643302727	0.0918554793231	0.47577812397	0.13084684507	0.0126484792508
a31	0.248304228416	0.0654511915466	0.0713513891456	0.119260863887	0.379954510158	0.10408931174	0.0115885165054
a8	0.262669009641	0.0625574875304	0.08719338181	0.130289509035	0.333228780458	0.110235584961	0.0138262359551
a31	0.344242415014	0.0266759348409	0.0904485128368	0.0642544051143	0.330114551023	0.130771236603	0.0134929097064
a46	0.365991319466	0.0143969809735	0.0928305175584	0.0308895273836	0.334224190264	0.145209513697	0.0164579240135
a31	0.356270711347	0.0430481497284	0.0538791245722	0.0255843432989	0.346237873339	0.156492977594	0.0184868207975
a39	0.292955018492	0.0718228359578	0.0562328439884	0.0279570480142	0.348603890108	0.176782294833	0.0256460766148
a31	0.206481362914	0.104775648852	0.0485284109536	0.0458317956737	0.363781640309	0.1948788297	0.0357223255487
a24	0.166776585104	0.125778345867	0.0553966557469	0.0717066002023	0.36779061391	0.181569021233	0.0309822002411
a15	0.129642781903	0.11483643745	0.0631631095253	0.0711602799794	0.357259444397	0.228140644916	0.0357973076299
a31	0.090480866615	0.131299490361	0.0569431916754	0.0695712796654	0.409884384319	0.206578021234	0.0352427517506
a28	0.0763570444406	0.146416154787	0.0588100961838	0.0937288026848	0.397735183166	0.186463734676	0.0404889930236
a31	0.0667678431136	0.172577835452	0.0501204867695	0.10040966994	0.362910961969	0.192205592599	0.0550076312759
a18	0.0710149292711	0.187292000259	0.0495673471485	0.0822105401074	0.341037668703	0.197577568373	0.0712999455093
a31	0.0712029379934	0.225624134081	0.0486824443147	0.0743566124653	0.260569145501	0.206963694191	0.112601014483
a20	0.0666525648784	0.241374444686	0.0480806941401	0.0683234265424	0.19552424112	0.237979471197	0.142065125994
a11	0.0726419755177	0.226719300695	0.059002825892	0.0637750724405	0.12430412126	0.334264629732	0.11929205356
a13	0.0848584762276	0.223376677889	0.0554661444007	0.0749197605165	0.0721633787533	0.385498562977	0.103716994462
a17	0.0814290255796	0.218343056199	0.0478608935457	0.0687939427602	0.0525265313844	0.392352746992	0.138693795694
a20	0.0562859259428	0.239742733343	0.0452765544832	0.0490289281042	0.0452382920348	0.375592250131	0.188835301943
a39	0.0440380000927	0.236975205241	0.0475086795003	0.0388703120428	0.0399669075716	0.352924217977	0.239716663272
</S>	0.0403104346087	0.226827875686	0.0469769860157	0.0354133093209	0.0420697742658	0.341453106989	0.266948502576
