 	devo	pulire	l	albero	</S>
a39	0.0203946034748	0.7037920536	0.0389351753087	0.16740042606	0.0694777751458
a31	0.0334411391542	0.667912819377	0.0510102770337	0.185653951773	0.0619818350035
a35	0.0421831947757	0.674267785503	0.0449664582184	0.191285238404	0.0472973433433
a31	0.0373334695679	0.639519675107	0.0654694072688	0.209650843959	0.0480266264564
a20	0.0601385960936	0.491005637675	0.129810368444	0.259250435091	0.0597949780125
a31	0.0646205488264	0.436272055368	0.178997810755	0.260841974621	0.0592676276065
a37	0.0336323868551	0.367303916006	0.184485378539	0.344985224197	0.0695931018508
a1	0.0244051139836	0.25899105467	0.1671720787	0.464969271263	0.0844624675799
a20	0.0185293144623	0.250531481401	0.138057353213	0.486393432719	0.106488401969
a31	0.0113023920583	0.286240179392	0.0893063235963	0.463870007462	0.14928108229
a39	0.0107174925262	0.300837184675	0.0891398241781	0.436327860584	0.162977625197
a10	0.0191085679492	0.271339648527	0.117630384523	0.406355920014	0.185565480492
a29	0.02169584941	0.278973878059	0.113338672418	0.357920653365	0.228070942231
a46	0.0213182814443	0.288444922884	0.099666773894	0.305020095	0.285549919104
a31	0.0187271548041	0.289760185685	0.087025379888	0.298418882203	0.306068400495
a20	0.0250139894936	0.261414563573	0.108516877114	0.320348187271	0.284706385265
a13	0.0406476966843	0.216568704271	0.148754427748	0.300527991777	0.293501180022
a20	0.0435480405128	0.170201997169	0.162776752596	0.270364709546	0.353108503741
a31	0.0317980384822	0.15481002448	0.152151069757	0.220715779722	0.440525096047
a11	0.039928961992	0.129475484734	0.173028714515	0.231940896847	0.425625950949
a17	0.0608713593591	0.0703650387023	0.212660002959	0.280490068949	0.37561352985
a20	0.0637751686591	0.0540703804349	0.210871607585	0.282079138983	0.389203696283
</S>	0.062988616058	0.0534707647591	0.208364515894	0.293632533491	0.381543560142
