 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.215019814668	0.284812766425	0.108921636787	0.0231431267367	0.0334408374361	0.171223236921	0.16343862156
a20	0.126511978943	0.345118322629	0.135688222393	0.0333903755529	0.0350252314367	0.177119490077	0.147146397808
a35	0.160339629639	0.328394632086	0.116008788436	0.0317968914933	0.0284756048996	0.170033711489	0.164950726141
a20	0.262526636324	0.259714560921	0.0775448584166	0.0211056080072	0.0183498569473	0.161935704629	0.198822755503
a38	0.31601430671	0.244602910897	0.0369002893177	0.00925868895134	0.0101515299787	0.157468739561	0.225603549211
a31	0.292936478741	0.238678005915	0.0519378813406	0.00395912522437	0.0190697564236	0.161405186313	0.232013584141
a18	0.188595761068	0.232043594238	0.157052220725	0.00299123399171	0.0230128020167	0.165376179736	0.230928209464
a23	0.088639170164	0.171419275251	0.287302989742	0.00566155393217	0.0139521702062	0.185757624307	0.24726722225
a24	0.0802082443556	0.100225255424	0.355999190342	0.00556868508652	0.00992146801227	0.192655145996	0.255422022497
a37	0.0685127528374	0.125034662736	0.364659201764	0.00349179007797	0.00673486176429	0.180863938368	0.250702804468
a20	0.0525176402876	0.124042606196	0.329163152495	0.00784828208132	0.0173813432948	0.210532352436	0.258514629956
a31	0.0787131017244	0.0962949192621	0.328820865246	0.0361087981502	0.0257386817156	0.216617011574	0.217706619281
a20	0.0741370162931	0.0933772382212	0.316933504311	0.0470397621892	0.0457326215358	0.235102066753	0.187677777123
a33	0.0492833975357	0.0716942219653	0.235909385775	0.0567224581351	0.110898783435	0.297655065078	0.177836681374
a31	0.0819209656597	0.0555144362552	0.212104773988	0.0756335584024	0.15283980645	0.290615326819	0.131371139905
a20	0.0866670573444	0.0768931599348	0.188858540306	0.0596563971541	0.140319790692	0.30512117444	0.142483893548
a31	0.080918749657	0.088023039369	0.123329868735	0.0376818942214	0.136990295106	0.30676987126	0.226286288849
a20	0.0788101271173	0.0975410306024	0.089809578343	0.0307913171158	0.14446718495	0.306581113867	0.25199964675
a31	0.0705029057039	0.108192576989	0.0648915090203	0.0254036680313	0.12056827731	0.313647160362	0.296793902917
</S>	0.0833659156112	0.106626661456	0.050176180966	0.0167141669446	0.0962661097345	0.276582798191	0.370268172658
