 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.26562579728	0.0177363038014	0.0312641183599	0.0508214446084	0.119792643766	0.0499240042211	0.00994314787217	0.0738549216305	0.112662499526	0.162783835701	0.105591261354
a31	0.216240154445	0.0491365144015	0.0441349826928	0.0578876394691	0.164266617951	0.0704785673427	0.0103075412888	0.0755783869694	0.0945799369495	0.0972368317772	0.120152808909
a20	0.265472209705	0.0506006879856	0.0332628556856	0.0331997782426	0.113154594759	0.0570088207366	0.0316734359814	0.0834785452257	0.0912490693667	0.090034109503	0.150865878816
a13	0.335428649941	0.019766988582	0.0181036359386	0.0182624823602	0.060067343443	0.0337756460446	0.0698738862507	0.147045453987	0.0642603753633	0.0830217951097	0.150393750146
a37	0.313580954035	0.0130481602336	0.0157886342014	0.0135712792194	0.0852623688035	0.0214183175713	0.0870088161285	0.173341401916	0.0608745860975	0.0673012348065	0.148804255222
a31	0.263409672638	0.0320497484878	0.0166865307766	0.0131717131712	0.157170420573	0.0201883776493	0.064735204872	0.123458411042	0.0889694110534	0.0922489632441	0.127911547075
a43	0.241772490634	0.0371814822274	0.0150775946324	0.0146783438289	0.164787637226	0.0247690194944	0.0555675700049	0.0978590150685	0.116386794098	0.108855408862	0.123064653918
a31	0.252779574542	0.0173506377763	0.010051937777	0.0228518866609	0.149151564596	0.0259121012282	0.0816927539589	0.101496936578	0.118256473514	0.100781422923	0.119674726517
a24	0.267643786293	0.0097020185181	0.00501142164883	0.0313321965021	0.148025829259	0.0214021721327	0.0675628017958	0.0727851486893	0.130701931506	0.119135074422	0.126697635046
a7	0.258643057454	0.00909925911239	0.00502572365016	0.0295711485964	0.133720651032	0.0190543714822	0.0364022473717	0.0581192139304	0.154590467073	0.128008370722	0.167765498638
a31	0.232527094297	0.00625282675001	0.00455646631601	0.0226647392228	0.191161130057	0.0359796621547	0.0441771786635	0.0478149962601	0.134590208568	0.115826026414	0.164449683494
a13	0.204828320382	0.00588225105564	0.0136545370536	0.0196712026989	0.197548628891	0.0436932838722	0.0456745167392	0.0620190029484	0.119618083475	0.111267113349	0.176143080173
a28	0.203312210443	0.00703519016451	0.0196106019862	0.018830052063	0.111587900898	0.0286236939041	0.0271980870004	0.101856939839	0.126758221061	0.125194068217	0.229993037774
a20	0.17146005519	0.00714057940826	0.0169211862519	0.0141533177043	0.0514795088647	0.024611921332	0.0223508194668	0.166260355721	0.115030132038	0.150014665527	0.260577447709
a31	0.190968103138	0.00688772162186	0.0160761779753	0.0141004469314	0.039744579369	0.0337303729173	0.0374092973957	0.154200553995	0.0927025580553	0.142749956475	0.271430240513
a37	0.275000483011	0.00619589548492	0.0261696380106	0.0144672830098	0.0362422603782	0.0304641471784	0.0399384709493	0.0751913281587	0.0884545381431	0.130897899557	0.276978075259
a1	0.254672792441	0.0128829327594	0.0502553178723	0.0159516968959	0.0196450593091	0.0206887777215	0.0217427695162	0.081899893597	0.0927101425586	0.141052988452	0.288497646358
a28	0.25784158735	0.0144079319708	0.0526457984996	0.016946233454	0.0123704374137	0.0186105458105	0.0199958447642	0.0818927854497	0.0738196882952	0.152396666937	0.299072497099
a1	0.269521376512	0.0129479627046	0.0481070797417	0.0223746268196	0.00977138848257	0.0165433555875	0.0199449012526	0.0585256776872	0.0616222234938	0.165654039066	0.314987379644
a28	0.260471740084	0.0129136507557	0.049834099984	0.0271925550541	0.0105180922922	0.0175399920132	0.0191722354127	0.0498332377584	0.0554694478362	0.164861113175	0.332193843144
a31	0.279038276316	0.00767521677389	0.0542617224898	0.047187265195	0.0135202671494	0.0253334925784	0.0432820782356	0.0435317027648	0.0426687631537	0.127810157138	0.315691060784
a20	0.255285385147	0.0155621801045	0.0781670491081	0.0534208731529	0.0144336241698	0.0279165196813	0.0503549015668	0.0446614718369	0.0447305986922	0.105884947339	0.309582442401
a31	0.226819304596	0.0179870799725	0.0815895102945	0.0622884888262	0.0150284084726	0.0225549932398	0.0359967054429	0.0386663180716	0.0462063783421	0.108366089673	0.344496710527
a20	0.191194596799	0.0256199744419	0.0913937932549	0.0679064692011	0.0180778317811	0.0224796365909	0.0317346217718	0.0347942242987	0.039688520192	0.115575433251	0.361534896509
a31	0.165976708016	0.0274750385206	0.0858008734781	0.0515862064731	0.0217413036679	0.0235555949134	0.0287321869502	0.0348941912198	0.0383249210427	0.121953533557	0.399959440303
a8	0.128984077749	0.0441137610374	0.0825157627845	0.0501182405201	0.0264437313985	0.0265565472702	0.0321394874846	0.0355194798135	0.0313307143262	0.125760467126	0.416517723568
</S>	0.0906706142928	0.0736828613927	0.107498048175	0.0441038615586	0.0281595982531	0.0289700545092	0.0346000373389	0.0323662239118	0.0285702745631	0.144206344363	0.387172078284
