 	l	ho	sentito	quando	veniva	</S>
a31	0.000202342291089	0.000509607830142	0.106991301984	0.68738780865	0.19720482789	0.00770413236399
a46	0.000644528791777	0.00389826370757	0.16864129045	0.58922153425	0.231283707562	0.00631068520547
a41	0.00199982489958	0.0139293462857	0.303978511443	0.414540040937	0.255921511609	0.0096307720739
a31	0.00638092613828	0.0353114654785	0.329956390536	0.382575267419	0.229801161083	0.0159748095235
a24	0.0155533577776	0.0833952320629	0.324747664846	0.33906989306	0.207106641761	0.0301272058431
a31	0.0349972658162	0.0845980899369	0.310524670859	0.30603556722	0.228763358243	0.035081022435
a15	0.0457976953631	0.0941810640112	0.258855372472	0.331881128473	0.230501025141	0.038783703199
a46	0.0351851742774	0.108394409445	0.189455459649	0.327224279491	0.23118108458	0.108559589126
a31	0.0203797066138	0.0620444870517	0.167049156758	0.24902106983	0.313147232327	0.188358349102
a0	0.0150568287993	0.0720911558667	0.121702307215	0.190769370143	0.331755750156	0.268624590901
a41	0.0180911592878	0.129385774332	0.0499510170443	0.174903076048	0.272928930632	0.3547400455
</S>	0.0192648533659	0.157685692177	0.0331928471453	0.156878172224	0.252461410816	0.38051703385
