 	lo	sentii	ee	che	arrivava	</S>
a15	0.0258146386102	0.206921146893	0.0595456809911	0.194245800048	0.304307213759	0.209165516562
a31	0.0914363025459	0.16942179573	0.0519058723707	0.269023106952	0.264926738694	0.153286169982
a46	0.0976871503521	0.125149186006	0.0220444138465	0.326527547379	0.305720690776	0.122871006037
a8	0.0342567442256	0.0813859902135	0.0147487351334	0.357004719649	0.338020206989	0.174583620548
a31	0.0128585247979	0.0653493958141	0.0200670616183	0.37032527837	0.31745551491	0.213944242257
a23	0.0100796101904	0.0242776282247	0.0206996019292	0.319437614704	0.367508781157	0.257996779547
a8	0.0150607577757	0.00863291366402	0.0113916841057	0.230845437885	0.424462140312	0.309607074112
a38	0.092867427821	0.00719410576281	0.00680059993938	0.145908551324	0.417996374855	0.32923292854
a20	0.175880292644	0.0105009416075	0.00530222560194	0.0868707010853	0.384862235902	0.336583583599
a28	0.197800075614	0.0115400397386	0.00664349486344	0.0829274199171	0.367528375471	0.333560585202
a20	0.172344980458	0.0106024715756	0.012951845588	0.0857893005297	0.384561652003	0.333749750023
a23	0.11223545123	0.00835198929058	0.0173604024905	0.0977700245186	0.409604019842	0.354678114708
a31	0.0826852465818	0.0139749615789	0.0200288224533	0.112043221113	0.432198477329	0.339069256387
a29	0.122012661772	0.0150438594688	0.021254400831	0.101702576844	0.418946891973	0.321039597813
a33	0.137555421799	0.0164128066173	0.0265796559646	0.106457268535	0.364311192209	0.348683658671
a29	0.141224167929	0.0236447880293	0.0275597274986	0.102766064898	0.353056480559	0.351748776644
a27	0.178033685326	0.0240727802466	0.0248227200801	0.087462525442	0.32756059228	0.358047701168
a46	0.157652728489	0.0219270000766	0.0270253446821	0.096895413984	0.294428774291	0.402070742723
a20	0.140845289036	0.0200713164823	0.0230713008181	0.0794773268413	0.279992393885	0.456542371574
a31	0.129820510523	0.071184522908	0.0354214459547	0.0541297254013	0.272447586553	0.436996204091
a7	0.142984743707	0.0848816666801	0.0493120778496	0.0608767141708	0.25932760748	0.402617189997
a1	0.157958176476	0.0363644101348	0.0611378145845	0.0827786348497	0.217261742876	0.444499217732
a20	0.108793647217	0.023543870928	0.0632237123895	0.0715103037506	0.185525111016	0.547403354577
a31	0.0516947216404	0.0730479505617	0.0670912963545	0.0484791448542	0.183984685858	0.575702204879
a20	0.0849989449071	0.0854190932713	0.0707207006464	0.0609611834394	0.177453668761	0.520446401646
a31	0.0960212235374	0.0435634251171	0.0683715186771	0.103923548443	0.165681730078	0.522438546235
a23	0.0857593103729	0.0294142983253	0.0684010602532	0.120869003649	0.156533797244	0.539022528432
</S>	0.118987768742	0.018724632428	0.0609094826678	0.116660958112	0.142502139902	0.542215012216
