 	sta	seduta	nel	giardino	</S>
a20	0.296979537105	0.196762115814	0.104778237404	0.377324557078	0.0241555468044
a17	0.230865126952	0.212138125758	0.181071265031	0.345409464021	0.03051601552
a20	0.198209073762	0.224584318208	0.232051091673	0.31421544332	0.030940096187
a31	0.176082119444	0.242646092686	0.28134247317	0.273274068261	0.0266552781337
a17	0.167959941521	0.258940271003	0.290457433934	0.250932343407	0.0317100116805
a31	0.120820066271	0.268248990035	0.328709412992	0.247601932381	0.0346195902019
a46	0.0653175645666	0.227280893389	0.338921360358	0.298047266456	0.0704329278833
a31	0.0493845998479	0.236527580301	0.230649019278	0.384476582119	0.0989622219326
a20	0.0447214216879	0.273237125469	0.177619364338	0.396675593604	0.107746498203
a31	0.0449343318674	0.284317239764	0.138881084909	0.393515257401	0.13835210182
a20	0.0449164273429	0.287013474513	0.130766525236	0.35853490062	0.178768683189
a18	0.0385632113849	0.263441410927	0.180149732536	0.311179223543	0.206666439115
a46	0.027990791417	0.258857355596	0.18303733792	0.307581057397	0.222533470178
a20	0.0223686043791	0.264183203462	0.161485418794	0.274781202732	0.277181572499
a31	0.0348377931704	0.236360926255	0.162104037848	0.244161332351	0.322535915182
a18	0.0506441634577	0.196361996394	0.166605322324	0.304932164104	0.281456356433
a31	0.0472990558868	0.191613513974	0.164382938255	0.315493398428	0.281211085683
a0	0.0439912213323	0.202310062976	0.155553278372	0.315147186469	0.28299824644
a31	0.0468282600927	0.209980901283	0.141992647845	0.320483870943	0.280714321959
a8	0.0427019258839	0.220252950796	0.132950561866	0.321133136434	0.28296142258
a31	0.0450270184301	0.22813572876	0.123248331077	0.323077425625	0.28051149252
a18	0.0449926114961	0.22958900435	0.120647529043	0.319065797022	0.285705061393
a31	0.0505625779783	0.234859725334	0.108244506337	0.313952697194	0.292380506684
a17	0.0506419060353	0.235229252516	0.101395106646	0.308783756251	0.303949986055
</S>	0.0353852357806	0.240967538935	0.099724692277	0.353887075125	0.270035459568
