 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.150217845252	0.104750667288	0.0553705417361	0.0068708556152	0.160587892703	0.499829998911	0.0223722137411
a31	0.0887763960718	0.0536600276616	0.116002581724	0.0447739687757	0.242230378645	0.434708150698	0.0198485093557
a6	0.105573066094	0.0468471655899	0.106124227131	0.120016097875	0.20721626102	0.406044550727	0.008178617498
a31	0.17190253727	0.0438352164597	0.0452555891644	0.162388035309	0.218315362109	0.354598221479	0.00370501815821
a37	0.223907199	0.0314030684104	0.0249719525944	0.164863802339	0.267734980276	0.285243124385	0.00187587310272
a31	0.259416705925	0.0460698681065	0.011023737989	0.136147548411	0.27759528455	0.268535681733	0.00121117453888
a17	0.241903319752	0.0462355737242	0.00648635999569	0.0910649946022	0.311828819475	0.301061465512	0.0014194581848
a31	0.232458800693	0.0275781251473	0.00577906077453	0.0797571262858	0.280179720114	0.370354716546	0.00389244073662
a17	0.224938352973	0.0226382613759	0.00912895729733	0.069582458197	0.214267326873	0.453098958871	0.00634568167208
a31	0.206170219133	0.0183686418456	0.0143349873903	0.0635434939547	0.195723160822	0.49524962472	0.00660986421589
a8	0.180892155014	0.0274253411601	0.0394681603064	0.0604541179447	0.157408522474	0.523954941634	0.0103967592298
a31	0.143031476842	0.0812868547601	0.0571600852569	0.0592002879207	0.12655480979	0.51981600643	0.0129504803965
a28	0.0919922609359	0.141472956435	0.113957259978	0.055347698381	0.110781264038	0.465954355858	0.0204942083454
a0	0.0661881689477	0.153504041972	0.17310254543	0.0367667614149	0.0956712308485	0.448548776224	0.0262184745618
a41	0.0727240867005	0.13576930351	0.156501796931	0.0337120408029	0.112118663873	0.457885511902	0.0312885732606
a39	0.0841401138024	0.1076060955	0.135092386899	0.0406359261062	0.109589186585	0.468034933748	0.0549013402335
a31	0.091066927708	0.122198053296	0.0867392829919	0.0781334930129	0.0735048101706	0.45265254432	0.0957048755045
a39	0.0916124541439	0.131386670771	0.0775828770295	0.0865379906057	0.0685928258288	0.420377567321	0.123909607088
a31	0.078125884935	0.129980124887	0.0764612793745	0.103920991419	0.0628956586263	0.416784774057	0.131831280683
a18	0.0632710142411	0.12971278742	0.0798407039211	0.109294291602	0.0621335120849	0.392725095946	0.163022590361
a31	0.0589723003453	0.125410202535	0.0873836881426	0.108783297347	0.0601468856204	0.378554932233	0.1807486887
a18	0.0540682804866	0.125294391019	0.0854413405007	0.107979377193	0.0624113398604	0.363414281198	0.201390987413
a31	0.0557743230843	0.121276446301	0.0893780382106	0.102241598024	0.062119028021	0.353510493906	0.215700069311
a39	0.0556282195231	0.123840152939	0.0785993289059	0.0981909364669	0.0690566258075	0.347945637702	0.226739075104
a41	0.0460550262667	0.132387401235	0.102432871035	0.0771680140576	0.0809739308371	0.300426965521	0.260555767368
a8	0.0338014619158	0.139761726942	0.117391296468	0.0864749016166	0.0599648525538	0.256295046127	0.306310705989
a31	0.0427907848529	0.116655428066	0.0977925565976	0.113872289736	0.0439508031021	0.272932314382	0.312005827023
a46	0.0556168962891	0.111042990743	0.0940250888454	0.111760422988	0.0570972575028	0.260662140801	0.309795206861
a8	0.0407081915817	0.127472381634	0.100457946797	0.0933190156039	0.0830608588013	0.20958995244	0.34539164978
</S>	0.0277099927992	0.134359649842	0.0889403410153	0.104984782426	0.0830406140228	0.20982585648	0.35113875989
