 	non	li	aspettiamo	più	</S>
a3	0.274454664283	0.0133045001966	0.6194825758	0.0320476689232	0.0607105920433
a31	0.164320320479	0.0159909668579	0.689939286467	0.0519978626943	0.0777515562843
a35	0.14992175574	0.0340975183881	0.636112240872	0.0836167789748	0.0962517122399
a31	0.253827298798	0.0462067094137	0.507787367073	0.105963962624	0.0862146906969
a13	0.313520146305	0.0600395224812	0.497253091165	0.0866333315402	0.0425539218359
a31	0.30591110012	0.0825672378313	0.537829235624	0.0472863984712	0.0264060284221
a15	0.262597030252	0.131765313701	0.50035807341	0.05465655386	0.0506230256564
a31	0.197357678611	0.14127124414	0.478119081177	0.0858934868647	0.0973585162528
a46	0.12009147501	0.109391431376	0.422360913259	0.1796964223	0.168459775265
</S>	0.08475312155	0.113664463664	0.303851781429	0.26786938402	0.229861264172
