 	li	vestono	i	genitori	</S>
a31	0.1608166537	0.185829452603	0.414155429815	0.229444276166	0.00975417306767
a46	0.272871357813	0.190975980754	0.311279664646	0.197209033147	0.0276639428208
a18	0.342971323476	0.179077337571	0.177108354948	0.220399052089	0.0804439242233
a35	0.371970021217	0.174418210172	0.0998880067713	0.224863300683	0.128860489437
a15	0.377089764723	0.162176385867	0.0719672897038	0.234209412428	0.154557174607
a39	0.31966330443	0.110172066422	0.0673237445479	0.324767914743	0.178072988148
a31	0.241056122397	0.110687214008	0.116506699089	0.399847896934	0.131902075255
a11	0.189741324293	0.144294142086	0.133030467903	0.453683264331	0.079250795671
a20	0.114566364061	0.119833239826	0.108808124291	0.540411653377	0.116380610344
a31	0.1037059931	0.111664352287	0.122585665694	0.463327153459	0.198716834748
a39	0.115237875763	0.14055450826	0.11814999037	0.417951093666	0.208106538119
a20	0.0793904755791	0.149876239054	0.101009855991	0.480366037575	0.189357384876
a46	0.0564138791864	0.129157766786	0.12004384387	0.488790243898	0.205594264219
a31	0.0868566706573	0.121599886049	0.117492967361	0.401347292273	0.272703191766
a15	0.101559563071	0.147206555596	0.0893452689569	0.364409688876	0.297478932535
a24	0.0615286282079	0.170334896772	0.0871103184259	0.434587055134	0.246439106018
a20	0.0402424375578	0.173296497776	0.0854241610511	0.456355518115	0.244681381479
a31	0.0480632320275	0.143781158169	0.0874187473428	0.391112570355	0.329624291073
a13	0.0559080071202	0.138077213685	0.0936371733509	0.367682651429	0.344694963511
a46	0.0420957027824	0.130836540947	0.122351707911	0.43334124953	0.27137481629
a14	0.0324930004601	0.122818349304	0.120184819982	0.466534834943	0.25796900373
a20	0.0289314191732	0.147652388713	0.0816770789355	0.471613838536	0.270125280643
a31	0.0415429493049	0.127329321185	0.0630667198116	0.394219589808	0.373841433214
</S>	0.0549839038555	0.102011253115	0.0586682191937	0.324862721834	0.459473913507
