 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.235159103728	0.107391595487	0.000175504857044	0.00266879260606	0.00979609312922	0.287026868736	0.354950153303	0.0028318800497
a46	0.25275340559	0.0416178814933	0.000140821080078	0.006057647501	0.0238014224045	0.296139919875	0.376981708018	0.00250718693623
a39	0.218754034486	0.0779365088835	0.000176709193923	0.0064281598942	0.0254111202867	0.308730067588	0.36161782997	0.000945547397105
a31	0.175089865539	0.109790464771	0.000198595358001	0.0231497819993	0.03797150447	0.322353949685	0.330555251861	0.000890572846188
a20	0.133402304832	0.177745482394	0.00069070697747	0.0290244559988	0.0423113872436	0.317418728227	0.298510744191	0.000896205593073
a31	0.112596087781	0.247387008895	0.00184101369528	0.0167315439651	0.0180253683986	0.304482597312	0.298536579178	0.000399826679529
a15	0.137646956061	0.185992648236	0.00347840807766	0.0458626900625	0.0120388820312	0.323141023157	0.291359936671	0.000479478515678
a11	0.104144619173	0.118866473372	0.0059595817313	0.0960517545365	0.0184872220784	0.316469142719	0.33570429419	0.00431692040362
a31	0.0758951927683	0.102483292465	0.0133675127204	0.0895711131773	0.0195658782968	0.35549924844	0.329533331439	0.0140844424932
a46	0.0579821060439	0.0836493857977	0.0230649181092	0.0502458327259	0.0238292735608	0.378304834013	0.367842480803	0.0150811881211
a31	0.0415011417021	0.0827845847936	0.0218062734246	0.0293453214391	0.0268993129088	0.336738506004	0.413282741076	0.0476421235257
a46	0.0340386454959	0.0779820750117	0.0230205382427	0.0226474110793	0.0308956814686	0.311081586335	0.439898434539	0.0604356308272
a31	0.0608297469077	0.0506234462677	0.0204053586996	0.0185202614394	0.0339170382452	0.291691521578	0.46776703916	0.0562456100565
a15	0.0691821592682	0.0449540390453	0.0179844379827	0.0164284708191	0.0352029696479	0.302255438059	0.452718568273	0.0612739520003
a31	0.06086312526	0.0567757602443	0.0179691966515	0.0163381031793	0.0386396456667	0.300744033086	0.455480751751	0.0531894005054
a20	0.0592267637634	0.0595374891415	0.018345789863	0.0183006857891	0.0393523389899	0.285170287029	0.448417599684	0.0716490482931
a18	0.0334929775206	0.0438810598076	0.0321125250685	0.0285856883671	0.048595635643	0.300094377476	0.433374612201	0.079863125631
a46	0.0285756170129	0.0459144388043	0.0445975842434	0.0307467846635	0.0543328627634	0.281384671359	0.421336472734	0.0931115702103
a31	0.0527289058439	0.063691771063	0.0348688203407	0.0218756957995	0.0423837177264	0.265374996653	0.361782871645	0.157293225897
a15	0.0584469185119	0.0859321788044	0.0284087955247	0.0202497495522	0.0366744874287	0.247138129351	0.350493628148	0.172656108379
a31	0.0636367238656	0.10237923806	0.0288850078707	0.0208458518564	0.0378492532139	0.241734330677	0.339072161229	0.165597436426
a37	0.0671602050132	0.106249436193	0.0343571229077	0.0259540983457	0.0386783767454	0.232546585386	0.327181276123	0.167872909975
a35	0.045519327622	0.0932472376265	0.0570283987131	0.0384188687818	0.0485857180124	0.208135292862	0.376658795108	0.132406364392
a31	0.0615431595481	0.075310470154	0.051923399506	0.0342920421365	0.0458012231925	0.232982090087	0.340242167036	0.157905449744
a46	0.0682257089792	0.0661985795257	0.0542268016613	0.0406052882614	0.0485471299484	0.212660613496	0.340804594345	0.168731277741
a31	0.0668514348911	0.0791693522596	0.0534139058052	0.0377834405457	0.0470068315033	0.215510787639	0.321587603048	0.178676638434
a11	0.0614386235603	0.0821707069362	0.0600067795317	0.0337925605415	0.0448558811675	0.209421466553	0.329579678616	0.178734307445
a31	0.0645884533109	0.0847008292364	0.0623251770786	0.032479903384	0.0443835644416	0.197575531471	0.334753901072	0.179192648222
a46	0.0708322662116	0.0764185514198	0.0615850554412	0.0315571844211	0.0464412053826	0.188693721977	0.302794184557	0.221677831061
a20	0.0492035117475	0.0592325801288	0.0781400277513	0.0467918154218	0.0555318364991	0.114860808672	0.325799604519	0.270439800407
</S>	0.0375740038369	0.0584433090756	0.0740449676619	0.0511584896975	0.0544463166439	0.089904280056	0.32086418676	0.313564426103
