 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.0650383037771	0.143384402225	0.0772045841305	0.0013565117643	0.00114753043761	0.00590378663545	0.00361573799144	0.0231828326606	0.0127310626609	0.0703179616323	0.079374383805	0.0256200579637	0.026525947773	0.017723713232	0.0356487262161	0.0267986201291	0.016273770844	0.0557460198723	0.0132028840399	0.154616234023	0.100567871562	0.0440190390573
a8	0.0828044038967	0.0828201715442	0.113304931925	0.0119444577976	0.0114383164081	0.0143788421806	0.0267167284019	0.0103356360248	0.0113413385507	0.0428584193663	0.037779554775	0.0268214821761	0.0307470103426	0.0333272466809	0.0349868847249	0.0500887017877	0.018989561568	0.0790445874279	0.0101266698776	0.148501501242	0.0529008868967	0.0687426575846
a31	0.0624772804371	0.070808380617	0.0973540415523	0.0196967171766	0.0159473884594	0.0141960942351	0.0331228621123	0.00580399755385	0.00645598525415	0.0437215655108	0.018755785689	0.0186723225143	0.0253718970712	0.0337288325999	0.0306758506048	0.047198883286	0.0337844658717	0.142297423595	0.0086474258992	0.15235588056	0.0498201401669	0.069106768981
a18	0.0968525549061	0.0636861317826	0.0635754448854	0.0180671411136	0.0104972835565	0.00998532234555	0.0222136849423	0.00307796185393	0.00410318672258	0.0468703827355	0.0101610197817	0.0144102779024	0.0196533229739	0.0270104903087	0.0228173295467	0.0230652620366	0.0714265212322	0.1920068773	0.00851336650959	0.144960176368	0.043280503429	0.0837657598988
a31	0.166437207527	0.0229107831075	0.0499261496405	0.019239423427	0.00962027216473	0.00905526706855	0.0187528326549	0.00303333990551	0.00340399055201	0.0508983618292	0.00828374408858	0.00883292160574	0.017268488698	0.0250078399945	0.0134739199835	0.0134124502179	0.100660171968	0.145588056931	0.0125042093041	0.150561944059	0.046092827703	0.10503579921
a28	0.186230568098	0.00887618303267	0.0529275129683	0.0214405983868	0.0210338342141	0.0132662534929	0.0159753922841	0.00519287250798	0.00470621871442	0.0506287558572	0.00814314305894	0.0100878400937	0.0149615970328	0.0189791259298	0.0175967073923	0.00892714308695	0.103514230816	0.0951943927908	0.0151759807008	0.15494158142	0.0566495045135	0.115550553547
a31	0.195972840375	0.00327864438417	0.0482705258735	0.0200012915958	0.0237306087486	0.0164323654249	0.017761446322	0.00883377968048	0.00766997982496	0.0343406274832	0.0380995099648	0.0169372277813	0.0182466674508	0.0209948150509	0.0214101514322	0.0066858214721	0.0891600878535	0.0751482851485	0.0151433656278	0.149533169673	0.0529562904669	0.119392485426
a46	0.194144884775	0.00130633931849	0.0337506366233	0.0310048417028	0.0294404754054	0.0213229554089	0.0221568839333	0.0158650799139	0.0110380155606	0.0292173977316	0.0501075414778	0.022205393402	0.0184641864005	0.0196001146074	0.0309895197272	0.00598693806317	0.069142146068	0.0588715710732	0.0142674422976	0.143282505425	0.0514178827792	0.1264172442
a31	0.195137085293	0.000794923415782	0.025340743811	0.0314836016432	0.0320663572534	0.0300555024141	0.0279219148816	0.0237150431575	0.0152231766432	0.0275241931871	0.0442871074465	0.0324498793215	0.0237648048967	0.0220309331753	0.0369391340258	0.00579591058807	0.0521960026296	0.0561998272411	0.0126708022184	0.137482757947	0.0424512889891	0.124469013933
a18	0.18896962427	0.000878918035375	0.0300993232111	0.0243133436428	0.0293928493147	0.0337147203958	0.0318442162711	0.0288054287751	0.0175687874244	0.0297186277571	0.0450027012605	0.0351086561555	0.0265152788307	0.0253008755457	0.0383571796215	0.00515705091001	0.0441380442505	0.0565916923705	0.0120543829354	0.138120961304	0.0381213350377	0.120225998046
a31	0.142766256622	0.00540735103908	0.0396843115816	0.0224007051427	0.0299312344069	0.0340024941124	0.0324634250311	0.033395834878	0.0184539781767	0.0306115009371	0.0476004841885	0.0337722456044	0.0260965752418	0.0257607149059	0.0393096196473	0.00469515866994	0.0453020859568	0.0591329301506	0.0118624902928	0.137154481511	0.0662989745175	0.113897148363
a37	0.103829429046	0.00764002444591	0.0648036075623	0.0170101976145	0.0215315566129	0.0303461717779	0.0309621284911	0.0333847027405	0.0185032396208	0.0345847126069	0.0529501558988	0.0337278011725	0.0280282525738	0.0285466581142	0.0377257442843	0.00415125683118	0.0430037258499	0.0625104959313	0.0117600058805	0.14086158562	0.0829508138715	0.111187754801
a31	0.0790188601321	0.0284024590706	0.0816293221036	0.01703747573	0.0205412635805	0.026823785592	0.0309332879665	0.032603344512	0.017437229608	0.0371145311629	0.0539145142209	0.0308686745413	0.0279405572059	0.0298049812864	0.0377293176996	0.00367027072986	0.0515157237633	0.0654118413137	0.0116290368759	0.142746915242	0.0640959833142	0.109130648931
a20	0.0716816886972	0.038236403813	0.076420554628	0.0165457420585	0.029755787987	0.0285945765701	0.0364309333517	0.0267182723215	0.0153456469306	0.0383197850888	0.0559875901456	0.0284594543366	0.0262518483249	0.028460839083	0.0355830617405	0.00362430746529	0.0520294110398	0.0675734743763	0.0120289062402	0.145821252452	0.055299636323	0.110830836138
a21	0.088460873586	0.025913613377	0.0863640137306	0.0151757007243	0.031645919101	0.0261556241834	0.0386139103972	0.017637501745	0.0127619485952	0.0372094982927	0.0467455008552	0.0220717031056	0.0256110245012	0.0303575716585	0.0421087105195	0.0040493148975	0.0341180529359	0.0565893988814	0.00904484346367	0.121813051919	0.0595816233839	0.167970602739
