 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.485870334048	0.0362531591753	0.0562536089345	0.0442044527829	0.282892798521	0.0632031951908	0.0313224383732
a20	0.44420796702	0.0574041963912	0.0572653924374	0.0475766142515	0.229110972789	0.143306805355	0.0211280573045
a31	0.470790747327	0.0572183833161	0.0630986360304	0.077277216816	0.149608535037	0.17036104636	0.011645455954
a18	0.479768337244	0.0504425095797	0.0529954251011	0.114090083745	0.115282321018	0.179308912471	0.00811241910864
a31	0.453911572561	0.0395929179251	0.0430083356269	0.132152529348	0.0994650745853	0.225499912481	0.0063696511991
a37	0.44339222522	0.032429051203	0.0422728801635	0.137620287491	0.101267125097	0.236818509565	0.00619990117476
a13	0.430041224447	0.0292761484064	0.036055059924	0.14775842812	0.0899923013208	0.260310852296	0.00656596634703
a31	0.377154212236	0.0322222170291	0.0265430783637	0.100293312445	0.11886661226	0.305517947539	0.0394026200903
a20	0.314831432461	0.0351190063218	0.0278581558241	0.0528547944213	0.160072767268	0.353779722426	0.0554841263896
a46	0.213939250032	0.0246783867972	0.0299557466703	0.0437021357929	0.188962135632	0.460549055875	0.038213285387
a31	0.213246042063	0.0202368621421	0.0335627170773	0.0265605673522	0.152547440119	0.449599036625	0.104247329447
a13	0.265134481941	0.0204542768562	0.0344488661052	0.0206337093248	0.155179957632	0.372252173542	0.131896547849
a20	0.208580894506	0.0162601406193	0.0304275957138	0.0223624476746	0.183093196385	0.451349767181	0.0879259733235
a31	0.233314617141	0.0119034515428	0.0364540377948	0.0167842929254	0.132834639387	0.420292747594	0.148416215788
a46	0.249064066132	0.0147976335399	0.0388763140197	0.0182279830376	0.095435227443	0.385173385065	0.198425383168
a39	0.226333249491	0.015171081628	0.0341484465505	0.0220674222053	0.0951514882023	0.444152021022	0.162976285176
a41	0.20578489651	0.0121789938426	0.0329387400572	0.0233653265557	0.0844182309108	0.459976137007	0.181337679459
a46	0.145813806114	0.0119054071228	0.0319507672147	0.0252070591272	0.0703594925903	0.472387933669	0.242375541353
a39	0.166356945298	0.0107870549189	0.033743137548	0.0204254917249	0.0650120670634	0.457620797223	0.246054518184
a8	0.184338115593	0.00999957687357	0.0396831675863	0.0165411583101	0.0603728636678	0.424530803474	0.264534332128
</S>	0.16464389646	0.0103078493384	0.0425156743932	0.0163244000316	0.0570846533339	0.406024378337	0.303099163864
